Company,Organization,Date,Headline,Article,Relevance
CSCO,Cisco Systems Inc,08-06-2015,CORRECTED-BRIEF- Cisco says Sprint to deploy Cisco hardware for intelligent Wi-Fi network ,"(Corrects headline to ""for intelligent Wi-Fi network"" from ""to construct and manage an intelligent"")  June 8 Cisco Systems Inc :   * Cisco  Sprint  and Kansas City  announce agreement to deploy smart+connected city framework   * Says Sprint will deploy Cisco hardware to construct and manage an intelligent wi-fi network   * Source text for Eikon    * Further company coverage",topStory
CSCO,Cisco Systems Inc,17-06-2015,U.S. tech firm Cisco to invest $10 billion in China expansion ,BEIJING Cisco  plans to invest more than $10 billion in China along with local business partners over the next several years  the U.S. network equipment maker said on Wednesday  as it seeks to shore up its position against strong domestic rivals.,topStory
CSCO,Cisco Systems Inc,17-06-2015,U.S. tech firm Cisco to invest $10 billion in China expansion ,BEIJING  June 17 Cisco plans to invest more than $10 billion in China along with local business partners over the next several years  the U.S. network equipment maker said on Wednesday  as it seeks to shore up its position against strong domestic rivals.,normal
CSCO,Cisco Systems Inc,24-06-2015,GM to test Cisco technology for sharing road safety spectrum ,"WASHINGTON General Motors Co plans to begin testing new Cisco Systems Inc technology that could allow ""talking"" cars to share radio communication bands with roadside Wi-Fi devices  a GM executive told U.S. lawmakers.",topStory
CSCO,Cisco Systems Inc,24-06-2015,GM to test Cisco technology for sharing road safety spectrum ,"WASHINGTON  June 24 General Motors Co  plans to begin testing new Cisco Systems Inc technology that could allow ""talking"" cars to share radio communication bands with roadside Wi-Fi devices  a GM executive told U.S. lawmakers.",normal
CSCO,Cisco Systems Inc,30-06-2015,Cisco to buy OpenDNS for $635 million to boost security business ,Cisco Systems Inc  said on Tuesday it would buy OpenDNS  a privately held cloud-based security firm  for $635 million  the latest move to boost its security business as cyber attacks increase in number and sophistication.,topStory
CSCO,Cisco Systems Inc,30-06-2015,UPDATE 3-Cisco to buy OpenDNS for $635 mln to boost security business ,* Cisco to continue to pursue M&A in security -executive   (Adds quote from executive  background details),normal
CSCO,Cisco Systems Inc,30-06-2015,Cisco to buy OpenDNS for $635 mln to boost security business ,June 30 Cisco Systems Inc said on Tuesday it would buy OpenDNS  a privately held cloud-based security company  for $635 million in cash and equity awards.,normal
CSCO,Cisco Systems Inc,30-06-2015,BRIEF-Schneider Electric and Cisco partner to build resilient control system networks ,* Schneider Electric and Cisco partner to build resilient control system networks  Source text: http://bit.ly/1T0fej3 Further company coverage:    (Gdynia Newsroom),normal
CSCO,Cisco Systems Inc,30-06-2015,BRIEF-Amper keeps negotiating with Cisco to sign final agreement of payments ,* To continue negotiating with Cisco to sign the final agreement of payments  which is consistent with the financing agreement signed with banks  Source text for Eikon:,normal
CSCO,Cisco Systems Inc,16-07-2015,BRIEF-Amper to finalize debt restructuring with Cisco shortly ,* Says to sign an agreement of payments with Cisco on its end today,topStory
CSCO,Cisco Systems Inc,21-07-2015,BRIEF-Amper finalises debt restructuring agreement with Cisco ,* Said on Monday that the debt restructuring agreement that was signed by the company on July 16 was also signed by Cisco on July 20,topStory
CSCO,Cisco Systems Inc,23-07-2015,France's Technicolor to buy Cisco's set-top box business ,PARIS French media and entertainment technology group Technicolor  will buy Cisco System's  home video equipment business for 550 million euros ($602 million)  it said on Thursday  sending its shares to a five-year high.,topStory
CSCO,Cisco Systems Inc,23-07-2015,France's Technicolor to buy Cisco's set-top box business ,PARIS French media and entertainment technology group Technicolor will buy Cisco System's home video equipment business for 550 million euros ($602 million)  it said on Thursday  sending its shares to a five-year high.,normal
CSCO,Cisco Systems Inc,23-07-2015,UPDATE 2-France's Technicolor to buy Cisco's set-top box business ,PARIS  July 23 French media and entertainment technology group Technicolor will buy Cisco System's  home video equipment business for 550 million euros ($602 million)  it said on Thursday  sending its shares to a five-year high.,normal
CSCO,Cisco Systems Inc,23-07-2015,French Technicolor to buy Cisco connected devices unit for $602 mln ,PARIS  July 23 French media and entertainment technology group Technicolor said on Thursday it has signed an exclusive deal with Cisco to buy its customer premises equipment business for 550 million euros ($601.65 million) in cash and stock.,normal
CSCO,Cisco Systems Inc,12-08-2015,Strong U.S. sales help Cisco beat estimates ,Network equipment maker Cisco Systems Inc  reported higher-than-expected quarterly revenue and profit as strong demand for its products in the United States more than offset weakness elsewhere.,topStory
CSCO,Cisco Systems Inc,12-08-2015,UPDATE 2-Strong U.S. sales help Cisco beat estimates ,Aug 12 Network equipment maker Cisco Systems Inc  reported higher-than-expected quarterly revenue and profit as strong demand for its products in the United States more than offset weakness elsewhere.,normal
CSCO,Cisco Systems Inc,12-08-2015,Cisco revenue rises 4 pct ,Aug 12 Network equipment maker Cisco Systems Inc's quarterly revenue rose nearly 4 percent  helped by demand for its switching equipment and routers.,normal
CSCO,Cisco Systems Inc,31-08-2015,Apple partners with Cisco to boost enterprise business ,Apple Inc on Monday teamed up with network gear maker Cisco Systems Inc to improve the performance of its iPad and iPhone devices on Cisco's corporate network.,topStory
CSCO,Cisco Systems Inc,31-08-2015,Apple partners with Cisco to boost enterprise business ,Aug 31 Apple Inc on Monday teamed up with network gear maker Cisco Systems Inc to improve the performance of its iPad and iPhone devices on Cisco's corporate network.,normal
CSCO,Cisco Systems Inc,31-08-2015,BRIEF-Ericsson says signs OSSii license agreements with Cisco and Tektronix ,* Ericsson : ericsson signs ossii license agreements with cisco and netscout's tektronix communications  Source text for Eikon:  Further company coverage:,normal
CSCO,Cisco Systems Inc,24-09-2015,BRIEF-Technicolor receives approval to take over CPE Division from Cisco Systems - ACM ,* Technicolor is allowed to take over CPE Division from Cisco Systems  ACM decided Wednesday  Source text: http://bit.ly/1MrsxWG Further company coverage:    (Gdynia Newsroom),topStory
CSCO,Cisco Systems Inc,24-09-2015,Cisco joins flurry of U.S.-China tech partnerships ,BEIJING Cisco Systems Inc  said Thursday it would form a joint-venture with Chinese server maker Inspur to sell networking and cloud computing products in China  where the Silicon Valley firm faces political pressure and declining sales.,normal
CSCO,Cisco Systems Inc,24-09-2015,Cisco joins flurry of U.S.-China tech partnerships ,BEIJING  Sept 24 Cisco Systems Inc said Thursday it would form a joint-venture with Chinese server maker Inspur to sell networking and cloud computing products in China  where the Silicon Valley firm faces political pressure and declining sales.,normal
CSCO,Cisco Systems Inc,06-10-2015,Cisco security researchers disable big distributor of 'ransomware' ,SAN FRANCISCO Cisco Systems Inc said it had managed to disrupt the spread of one of the most pernicious systems for infecting Internet users with malicious software such as so-called ransomware  which demands payment for decrypting users' data.,topStory
CSCO,Cisco Systems Inc,06-10-2015,"REFILE-Cisco security researchers disable big distributor of ""ransomware"" ",SAN FRANCISCO  Oct 6 Cisco Systems Inc  said it had managed to disrupt the spread of one of the most pernicious systems for infecting Internet users with malicious software such as so-called ransomware  which demands payment for decrypting users' data.,normal
CSCO,Cisco Systems Inc,08-10-2015,Big Cisco bet on France offers relief from Air France fiasco ,PARIS Still reeling from front page images of shirtless Air France executives fleeing angry workers  the French government got a welcome boost on Thursday for its campaign to attract foreign investment from U.S. tech group Cisco.,topStory
CSCO,Cisco Systems Inc,08-10-2015,CORRECTED-Big Cisco bet on France offers relief from Air France fiasco ,PARIS  Oct 8 Still reeling from front page images of shirtless Air France executives fleeing angry workers  the French government got a welcome boost on Thursday for its campaign to attract foreign investment from U.S. tech group Cisco.,normal
CSCO,Cisco Systems Inc,27-10-2015,Cisco buys Lancope for $452 million in latest security deal ,Networking company Cisco Systems Inc  added to its small but growing security portfolio on Tuesday  saying it was acquiring privately held Lancope  which helps protect networks from cyber security breaches.,topStory
CSCO,Cisco Systems Inc,27-10-2015,Cisco buys Lancope for $452 million in latest security deal ,Oct 27 Networking company Cisco Systems Inc  added to its small but growing security portfolio on Tuesday  saying it was acquiring privately held Lancope  which helps protect networks from cyber security breaches.,normal
CSCO,Cisco Systems Inc,09-11-2015,BRIEF-Ericsson ceo says strategic partnership with Cisco its biggest so far ,"* Ericsson CEO says strategic partnership with Cisco its biggest so far  ""you cannot even compare it"".  Source text for Eikon:  Further company coverage:",topStory
CSCO,Cisco Systems Inc,09-11-2015,Ericsson and Cisco in network partnership to boost sales ,STOCKHOLM Mobile equipment maker Ericsson and U.S. networking company Cisco Systems Inc said on Monday they had agreed a business and technology partnership that should generate additional revenues of $1 billion for each company by 2018.,normal
CSCO,Cisco Systems Inc,09-11-2015,Ericsson and Cisco in network partnership  eye sales of $1 bln by 2018 ,STOCKHOLM  Nov 9 Sweden's mobile equipment maker Ericsson and U.S.  networking company Cisco Systems Inc < CSC.O> said on Monday they had agreed a business and technology partnership expected to generate revenues of $1 billion for each company by 2018.,normal
CSCO,Cisco Systems Inc,09-11-2015,BRIEF-Ericsson and Cisco in partnership on networks ,* Says Ericsson and Cisco partner to create the networks of the future,normal
CSCO,Cisco Systems Inc,11-11-2015,Cisco  Ericsson reveal bigger ambitions for revenues in new partnership ,BARCELONA The $1 billion in added revenue Cisco  and Ericsson  each expect to see by 2018 from their new partnership to build next-generation networks is just the beginning  top executives said on Wednesday.,topStory
CSCO,Cisco Systems Inc,11-11-2015,UPDATE 1-Cisco  Ericsson reveal bigger ambitions for revenues in new partnership ,BARCELONA  Nov 11 The $1 billion in added revenue Cisco and Ericsson each expect to see by 2018 from their new partnership to build next-generation networks is just the beginning  top executives said on Wednesday.,normal
CSCO,Cisco Systems Inc,11-11-2015,Cisco  Ericsson reveal bigger ambitions for revenues in new partnership ,BARCELONA  Nov 11 The $1 billion in added revenue Cisco and Ericsson each expect to see by 2018 from their new partnership to build next-generation networks announced this week is just a start for sales growth  top executives said on Wednesday.,normal
CSCO,Cisco Systems Inc,12-11-2015,Cisco second-quarter forecast misses on order slowdown ,Network equipment maker Cisco Systems Inc's  forecast adjusted profit and revenue growth for the second quarter below analysts' estimates  citing a slowdown in order growth and weakness in its enterprise business outside the United States.,topStory
CSCO,Cisco Systems Inc,16-11-2015,BRIEF-Ericsson says there have not been discussions on merger with Cisco ,* Has noted the recent speculation in the press and financial markets regarding an interest by Cisco to acquire Ericsson,normal
CSCO,Cisco Systems Inc,20-11-2015,UPDATE 1-Cisco to buy UK-based Acano to boost enterprise business ,Nov 20 Cisco Systems Inc said it would buy UK-based Acano Ltd for $700 million in cash and equity awards  amid slowing order growth and weakness in the U.S. network gear maker's enterprise business outside the United States.,topStory
CSCO,Cisco Systems Inc,20-11-2015,Cisco to buy London-based Acano for $700 million ,Cisco Systems Inc  said it would buy privately held Acano Ltd  which provides video conferencing hardware and software  for $700 million in cash and equity awards.,normal
CSCO,Cisco Systems Inc,20-11-2015,Cisco to buy London-based Acano for $700 mln ,Nov 20 Cisco Systems Inc said it would buy privately held Acano Ltd  which provides video conferencing hardware and software  for $700 million in cash and equity awards.,normal
CSCO,Cisco Systems Inc,04-12-2015,Cisco wins chance to trim $16 mln patent payout to Australian research agency ,The more than $16 million that Cisco Systems Inc was ordered to pay to Australia's national science agency for infringing a wifi patent is too high because a Delaware judge's damages award did not account for the patent's adoption as an international standard  a U.S. appeals court said on Thursday.,topStory
CSCO,Cisco Systems Inc,07-12-2015,Cisco chairman promises 'win-win' deal with China over network control ,DUBAI Cisco’s  executive chairman on Monday declined to say whether it would cede to China’s demands to be able to control equipment deployed in the world’s largest internet market  instead pledging to find a “win-win” solution.,topStory
CSCO,Cisco Systems Inc,07-12-2015,Cisco chairman promises 'win-win' deal with China over network control ,"DUBAI  Dec 7 Cisco's executive chairman on Monday declined to say whether it would cede to China's demands to be able to control equipment deployed in the world's largest internet market  instead pledging to find a ""win-win"" solution.",normal
CSCO,Cisco Systems Inc,09-12-2015,Philips in lighting partnerships with Cisco  SAP and Bosch ,AMSTERDAM Philips  has entered strategic partnerships with Cisco   SAP  and Bosch [ROBG.UL] under which each will jointly market networking systems using Philips programmable lights.,topStory
CSCO,Cisco Systems Inc,09-12-2015,Philips in lighting partnerships with Cisco  SAP and Bosch ,AMSTERDAM  Dec 9 Philips has entered strategic partnerships with Cisco  SAP and Bosch  under which the Dutch company will become a preferred supplier of networked lights.,normal
CSCO,Cisco Systems Inc,16-12-2015,Tesla rival NextEV hires former Cisco tech chief Padmasree Warrior ,Chinese electric car company NextEV has hired Cisco Systems Inc's former tech head  Padmasree Warrior  as its chief development officer and the chief executive of its U.S. unit.,topStory
CSCO,Cisco Systems Inc,16-12-2015,Tesla rival NextEV hires former Cisco tech chief Padmasree Warrior ,Dec 16 Chinese electric car company NextEV has hired Cisco Systems Inc's former tech head  Padmasree Warrior  as its chief development officer and the chief executive of its U.S. unit.,normal
CSCO,Cisco Systems Inc,21-12-2015,Cisco reviews code after Juniper breach; more scrutiny expected ,BOSTON Networking equipment maker Cisco Systems Inc said on Monday it has launched a product review to look for tampering after rival Juniper Networks Inc's disclosure it found code in firewall software that made in vulnerable to cyber attacks.,topStory
CSCO,Cisco Systems Inc,21-12-2015,UPDATE 1-Cisco reviews code after Juniper breach; more scrutiny expected ,BOSTON  Dec 21 Networking equipment maker Cisco Systems Inc said on Monday it has launched a product review to look for tampering after rival Juniper Networks Inc's  disclosure it found code in firewall software that made in vulnerable to cyber attacks.,normal
CSCO,Cisco Systems Inc,21-12-2015,Cisco reviewing product code after Juniper software was altered ,"BOSTON  Dec 21 Cisco Systems Inc said on Monday that it is reviewing its product code for ""malicious modification"" in the wake of rival Juniper Networks Inc's  disclosure last week that it had found unauthorized code in its firewall software.",normal
CSCO,Cisco Systems Inc,22-12-2015,Cisco reviews code after Juniper breach; more scrutiny expected ,BOSTON Networking equipment maker Cisco Systems Inc said on Monday it has launched a product review to look for tampering after rival Juniper Networks Inc's disclosure found code in firewall software that made it vulnerable to cyber attacks.,topStory
CSCO,Cisco Systems Inc,28-12-2015,Cisco wins U.S. patent dispute over wifi technology ,NEW YORK Cisco Systems Inc did not infringe a patent holding company's wifi technology  a U.S. appeals court ruled on Monday  reversing a near $64-million judgment against the networking equipment maker in the long-running patent dispute.,topStory
CSCO,Cisco Systems Inc,28-12-2015,UPDATE 2-Cisco wins U.S. patent dispute over wifi technology ,NEW YORK  Dec 28 Cisco Systems Inc did not infringe a patent holding company's wifi technology  a U.S. appeals court ruled on Monday  reversing a near $64-million judgment against the networking equipment maker in the long-running patent dispute.,normal
CSCO,Cisco Systems Inc,28-12-2015,Cisco wins U.S. patent dispute over wifi technology ,NEW YORK  Dec 28 A U.S. appeals court on Monday cleared Cisco Systems Inc of infringing another company's wifi technology  reversing a near $64-million judgment against the networking equipment maker in the long-running patent dispute.,normal
CSCO,Cisco Systems Inc,29-12-2015,Cisco wins U.S. patent dispute over wifi technology ,NEW YORK Cisco Systems Inc did not infringe a patent holding company's wifi technology  a U.S. appeals court ruled on Monday  reversing a near $64-million judgment against the networking equipment maker in the long-running patent dispute.,topStory
CSCO,Cisco Systems Inc,29-01-2016,Commil scolds Federal Circuit for wasting time  resources after Cisco wins again ,A patent holder in a years-long fight with Cisco Systems Inc has scolded a U.S. appeals court for wasting time and money ruling on an issue that was eventually reversed by the U.S. Supreme Court  only to later throw out the case on completely different grounds.,topStory
CSCO,Cisco Systems Inc,03-02-2016,Cisco to pay $1.4 bln for Internet of Things firm Jasper ,Feb 3 Cisco Systems Inc said on Wednesday it was buying Jasper Technologies Inc  a startup that connects devices like cars and medical devices to the Internet  for $1.4 billion in cash and equity awards  its largest acquisition since 2013.,topStory
CSCO,Cisco Systems Inc,04-02-2016,Cisco to pay $1.4 billion for Internet of Things firm Jasper ,Cisco Systems Inc said on Wednesday it was buying Jasper Technologies Inc  a startup that connects devices like cars and medical devices to the Internet  for $1.4 billion in cash and equity awards  its largest acquisition since 2013.,topStory
CSCO,Cisco Systems Inc,04-02-2016,UPDATE 1-Cisco to pay $1.4 bln for Internet of Things firm Jasper ,Feb 3 Cisco Systems Inc said on Wednesday it was buying Jasper Technologies Inc  a startup that connects devices like cars and medical devices to the Internet  for $1.4 billion in cash and equity awards  its largest acquisition since 2013.,normal
CSCO,Cisco Systems Inc,10-02-2016,Cisco beats profit estimates  adds $15 billion to buyback ,Network equipment maker Cisco Systems Inc reported a bigger-than-expected quarterly profit  helped by higher demand for its routers and security products  and added $15 billion to its share buyback program.,topStory
CSCO,Cisco Systems Inc,10-02-2016,UPDATE 2-Cisco beats profit estimates  adds $15 bln to buyback ,Feb 10 Network equipment maker Cisco Systems Inc  reported a bigger-than-expected quarterly profit  helped by higher demand for its routers and security products  and added $15 billion to its share buyback program.,normal
CSCO,Cisco Systems Inc,10-02-2016,Cisco posts 2 pct rise in revenue  adds $15 bln to buyback ,Feb 10 Network equipment maker Cisco Systems Inc  reported a 2 percent increase in quarterly revenue  and said it would add $15 billion to its share buyback program.,normal
CSCO,Cisco Systems Inc,11-02-2016,Earnings bolster Cisco  but raise concerns for broader IT spending ,SAN FRANCISCO Networking giant Cisco Systems Inc reported it is weathering a global slowdown in information-technology spending  but signs potential customers are putting some projects on hold exacerbated concerns about broader IT growth.,topStory
CSCO,Cisco Systems Inc,16-02-2016,Cisco inks cloud sales deal with Pivotal ,SAN FRANCISCO Cisco Systems Inc  has struck a deal with Pivotal Software Inc to offer each other's products in the cloud arena  a sign the giant network company is looking to work with others as it tries to build its presence in one of the fastest-growing areas of computing.,topStory
CSCO,Cisco Systems Inc,16-02-2016,Cisco inks cloud sales deal with Pivotal ,SAN FRANCISCO  Feb 16 Cisco Systems Inc  has struck a deal with Pivotal Software Inc to offer each other's products in the cloud arena  a sign the giant network company is looking to work with others as it tries to build its presence in one of the fastest-growing areas of computing.,normal
CSCO,Cisco Systems Inc,22-02-2016,BRIEF-Ericsson  Cisco show first fruits of partnership ,BARCELONA  Feb 22 Ericsson and Cisco  said on Monday they will offer Ericsson's network service management tools  the first fruits of their partnership announced late last year,topStory
CSCO,Cisco Systems Inc,24-02-2016,BRIEF-Ericsson and Cisco win order from Vodafone Portugal ,* Ericsson and Cisco partner to transform Vodafone Portugal IP mobile backhaul,topStory
CSCO,Cisco Systems Inc,02-03-2016,Cisco buying Israel's Leaba Semiconductor for $320 million ,TEL AVIV Cisco Systems  said on Wednesday it plans to acquire Israel's Leaba Semiconductor  a designer of networking chips  for $320 million in cash plus additional incentives to retain employees.,topStory
CSCO,Cisco Systems Inc,02-03-2016,UPDATE 1-Cisco buying Israel's Leaba Semiconductor for $320 mln ,TEL AVIV  March 2 Cisco Systems said on Wednesday it plans to acquire Israel's Leaba Semiconductor  a designer of networking chips  for $320 million in cash plus additional incentives to retain employees.,normal
CSCO,Cisco Systems Inc,02-03-2016,Commil denied Federal Circuit rehearing in patent loss to Cisco ,After eight years of litigation  which included a trip to the U.S. Supreme Court  patent licensor Commil USA LLC on Tuesday lost a bid to have a U.S. appeals court reconsider its patent infringement case against network equipment maker Cisco Systems Inc.,normal
CSCO,Cisco Systems Inc,18-03-2016,Cisco to invest $100 mln in India's digital push ,NEW DELHI Cisco Systems Inc will invest over $100 million in India to support the country's ambitious plan to connect thousands of its villages to the internet and create jobs  Executive Chairman John Chambers said on Friday.,topStory
CSCO,Cisco Systems Inc,18-03-2016,Cisco to invest $100 mln in India's digital push ,NEW DELHI  March 18 Cisco Systems Inc  will invest over $100 million in India to support the country's ambitious plan to connect thousands of its villages to the internet and create jobs  Executive Chairman John Chambers said on Friday.,normal
CSCO,Cisco Systems Inc,12-04-2016,BRIEF-H-Farm signs agreement with Cisco for industry acceleration programs ,* Said on Monday it signed an agreement with Cisco  for 5 industry acceleration programs to assist Italian companies with the process of digital transformation,topStory
CSCO,Cisco Systems Inc,19-04-2016,Hyundai Motor  Cisco to team up on Internet-connected car technology ,"SEOUL Hyundai Motor said on Tuesday that it will partner with Cisco Systems to develop Internet-connected car technology  part of the automaker's push to develop ""high-performing computers on wheels"".",topStory
CSCO,Cisco Systems Inc,19-04-2016,Hyundai Motor  Cisco to team up on Internet-connected car technology ,SEOUL  April 19 Hyundai Motor said on Tuesday that it will partner with Cisco Systems to develop Internet-connected car technology  the latest alliance between auto and tech firms to  expand services that hook cars up to the Internet.,normal
CSCO,Cisco Systems Inc,12-05-2016,Cisco ordered to pay $23.7 mln for infringing network patents ,By Andrew Chung A federal jury on Thursday ordered Cisco Systems Inc to pay a California research institute $23.7 million for infringing patents for detecting suspicious activity on computer networks.,topStory
CSCO,Cisco Systems Inc,18-05-2016,Cisco's forecast tops Wall Street estimates; shares rise ,Network equipment maker Cisco Systems Inc reported better-than-expected results and gave an upbeat forecast for the current quarter  sending its shares up about 7 percent in extended trading.,topStory
CSCO,Cisco Systems Inc,18-05-2016,Cisco revenue falls as telecom customers spend less ,May 18 Network equipment maker Cisco Systems Inc  reported an about 1.1 percent fall in quarterly revenue  hurt by lower spending by telecom carriers.,normal
CSCO,Cisco Systems Inc,06-06-2016,BRIEF-Cisco Systems declares quarterly dividend $0.26/shr ,* Cisco Systems Inc says board of directors declared a quarterly dividend of $0.26 per common share,topStory
CSCO,Cisco Systems Inc,14-06-2016,Cisco invests 15 mln dollars in Israeli storage firm Elastifile ,JERUSALEM Cisco Systems  has invested $15 million in Israeli storage software start-up Elastifile  bringing total investment this year to $50 million  Elastifile said on Tuesday.,topStory
CSCO,Cisco Systems Inc,14-06-2016,Cisco invests $15 mln in Israeli storage firm Elastifile ,JERUSALEM  June 14 Cisco Systems has invested $15 million in Israeli storage software start-up Elastifile  bringing total investment this year to $50 million  Elastifile said on Tuesday.,normal
CSCO,Cisco Systems Inc,23-06-2016,Arista infringes Cisco networking patents  U.S. trade agency rules ,NEW YORK Network equipment maker Cisco Systems Inc won a key victory in a sprawling legal battle with rival Arista Networks Inc on Thursday after the U.S. International Trade Commission ruled Arista infringed three of Cisco's patents with its ethernet switches used in computer data centers and servers.,topStory
CSCO,Cisco Systems Inc,23-06-2016,Arista infringes Cisco networking patents  U.S. trade agency rules ,NEW YORK Network equipment maker Cisco Systems Inc won a key victory in a sprawling legal battle with rival Arista Networks Inc on Thursday after the U.S. International Trade Commission ruled Arista infringed three of Cisco's patents with its ethernet switches used in computer data centers and servers.,normal
CSCO,Cisco Systems Inc,23-06-2016,UPDATE 2-Arista infringes Cisco networking patents  U.S. trade agency rules ,NEW YORK  June 23 Network equipment maker Cisco Systems Inc won a key victory in a sprawling legal battle with rival Arista Networks Inc on Thursday after the U.S. International Trade Commission ruled Arista infringed three of Cisco's patents with its ethernet switches used in computer data centers and servers.,normal
CSCO,Cisco Systems Inc,23-06-2016,BRIEF-Arista says ITC issued a final determination in suit brought by Cisco Systems against co ,* Says International Trade Commission (ITC) issued a final determination in suit brought by Cisco Systems against Arista,normal
CSCO,Cisco Systems Inc,23-06-2016,BRIEF-Cisco says CEO Chuck Robbins adopts a pre-arranged stock trading plan ,* On June 20  CEO Charles Robbins adopted a pre-arranged stock trading plan to sell up to 148 800 shares of Cisco stock acquired upon vesting of RSUS,normal
CSCO,Cisco Systems Inc,28-06-2016,Thales aims at boosting its revenue in cybersecurity with Cisco ,PARIS  June 28 French electronics group Thales  aims to increase its revenues by hundreds of millions of euros in the cybersecurity field through a strategic agreement it has signed with Cisco Systems  it said on Tuesday.,topStory
CSCO,Cisco Systems Inc,28-06-2016,BRIEF-Cisco announces intent to acquire CloudLock ,* Under terms of agreement  Cisco will pay $293 million in cash and assumed equity awards,normal
CSCO,Cisco Systems Inc,18-07-2016,BRIEF-Eurotech to develop vertical solutions with Cisco software ,* Signs an indirect solutions technology integrator agreement with Cisco,topStory
CSCO,Cisco Systems Inc,29-07-2016,BRIEF-Cisco Systems' board adopts amendments to its amended bylaws ,* Says on July 28  2016  board adopted amendments to Cisco'S amended and restated bylaws to implement proxy access,topStory
CSCO,Cisco Systems Inc,17-08-2016,Cisco to cut 5 500 jobs in shift from switches to software ,SAN FRANCISCO Cisco Systems Inc said it would cut nearly 7 percent of its workforce  posting charges of up to $400 million in its first quarter  as the world's largest networking gear maker shifts focus from its legacy hardware towards higher-margin software.,topStory
