Company,Organization,Date,Headline,Article,Relevance
IBM,International Business Machines Corporation,08-12-2015,Ex-IBM employee from China arrested in U.S. for code theft ,NEW YORK A former software engineer for IBM Corp in China has been arrested by U.S. authorities for allegedly stealing proprietary source code from his former employer  prosecutors announced on Tuesday.,normal
IBM,International Business Machines Corporation,08-12-2015,Ex-IBM employee from China arrested in U.S. for code theft ,NEW YORK  Dec 8 A former software engineer for IBM Corp in China has been arrested by U.S. authorities for allegedly stealing proprietary source code from his former employer  prosecutors announced on Tuesday.,normal
IBM,International Business Machines Corporation,15-12-2015,IBM makes Munich its global center for industrial Internet push ,FRANKFURT IBM will make Munich the global headquarters for its push to build out the industrial Internet  capitalizing on a critical mass of automotive  electronics  healthcare  insurance and manufacturing companies centered in southern Germany. ,topStory
IBM,International Business Machines Corporation,15-12-2015,IBM makes Munich its global centre for industrial Internet push ,FRANKFURT  Dec 15 IBM will make Munich the global headquarters for its push to build out the industrial Internet  capitalizing on a critical mass of automotive  electronics  healthcare  insurance and manufacturing companies centred in southern Germany.,normal
IBM,International Business Machines Corporation,26-01-2016,Ford CEO joins IBM board as auto industry transforms ,Ford Motor Co Chief Executive Mark Fields is joining IBM's board of directors as the No. 2 U.S. automaker explores alternative mobility options beyond selling cars and trucks.,topStory
IBM,International Business Machines Corporation,26-01-2016,Ford CEO joins IBM board as auto industry transforms ,Jan 26 Ford Motor Co Chief Executive Mark Fields is joining IBM's board of directors as the No. 2 U.S. automaker explores alternative mobility options beyond selling cars and trucks.,normal
IBM,International Business Machines Corporation,16-02-2016,N.Y. stockbrokers' trades on IBM deal tip not illegal  jurors told ,NEW YORK Lawyers for two former Wall Street stockbrokers urged jurors on Tuesday to reject a U.S. regulator's claims they illicitly traded on a tip about an IBM Corp deal  saying their conduct did not constitute illegal insider trading.,topStory
IBM,International Business Machines Corporation,16-02-2016,N.Y. stockbrokers' trades on IBM deal tip not illegal  jurors told ,NEW YORK Lawyers for two former Wall Street stockbrokers urged jurors on Tuesday to reject a U.S. regulator's claims they illicitly traded on a tip about an IBM Corp deal  saying their conduct did not constitute illegal insider trading.,normal
IBM,International Business Machines Corporation,16-02-2016,N.Y. stockbrokers' trades on IBM deal tip not illegal  jurors told ,NEW YORK  Feb 16 Lawyers for two former Wall Street stockbrokers urged jurors on Tuesday to reject a U.S. regulator's claims they illicitly traded on a tip about an IBM Corp deal  saying their conduct did not constitute illegal insider trading.,normal
IBM,International Business Machines Corporation,17-02-2016,Fitch Rates IBM's Sr. Unsecured Notes Offering 'A+' ,(The following statement was released by the rating agency) CHICAGO  February 17 (Fitch) Fitch Ratings has assigned an 'A+' rating to  International Business Machines Corporation's (IBM) $5 billion senior notes  offering. IBM will use net proceeds for general corporate purposes  including  potentially funding a portion of the company's acquisition of The Weather  Company. Fitch's action affects approximately $55 billion of debt  including  IBM's undrawn $10 billion revolving credit facility (RCF,topStory
IBM,International Business Machines Corporation,17-02-2016,Ex-White House aide and ex-IBM CEO to head cyber security panel ,WASHINGTON Former White House national security adviser Tom Donilon and former IBM chief executive Sam Palmisano will lead a new commission to strengthen U.S. cyber defenses over the next decade  the White House said on Wednesday.,normal
IBM,International Business Machines Corporation,17-02-2016,UPDATE 1-Ex-White House aide and ex-IBM CEO to head cyber security panel ,WASHINGTON  Feb 17 Former White House national security adviser Tom Donilon and former IBM chief executive Sam Palmisano will lead a new commission to strengthen U.S. cyber defenses over the next decade  the White House said on Wednesday.,normal
IBM,International Business Machines Corporation,18-02-2016,Finland's Kone looks for service growth with IBM cloud deal ,HELSINKI  Feb 19 Finnish elevator maker Kone Oyj  on Friday said it would start using IBM's  cloud-based data analysis software as it looks to improve customer service and curb costs in a highly competitive shrinking market.,topStory
IBM,International Business Machines Corporation,18-02-2016,BRIEF-IBM Watson Health to acquire Truven Health Analytics for $2.6 bln ,* IBM Watson Health says plans to acquire Truven Health Analytics for $2.6 billion  Source text for Eikon:  Further company coverage:,normal
IBM,International Business Machines Corporation,22-02-2016,IBM inks deal with VMWare  tries to bolster cloud credentials ,SAN FRANCISCO Computing giant IBM  has expanded its partnership with VMWare   one of several initiatives it plans to announce Monday as it works to carve out a bigger role in the fast-growing field of cloud computing.,topStory
IBM,International Business Machines Corporation,22-02-2016,IBM inks deal with VMWare  tries to bolster cloud credentials ,SAN FRANCISCO  Feb 22 Computing giant IBM  has expanded its partnership with VMWare  one of several initiatives it plans to announce Monday as it works to carve out a bigger role in the fast-growing field of cloud computing.,normal
IBM,International Business Machines Corporation,29-02-2016,N.Y. brokers lose SEC insider trading trial over IBM deal tip ,NEW YORK A federal jury on Monday found two former New York stockbrokers liable for trading on confidential tips about an IBM Corp acquisition  despite a major appeals court ruling that made insider trading cases harder to pursue.,topStory
IBM,International Business Machines Corporation,29-02-2016,Buffett says owning IBM shares could prove a mistake: CNBC ,NEW YORK Warren Buffett  chairman and chief executive of Berkshire Hathaway Inc   told CNBC on Monday the firm's ownership of IBM  shares could prove a mistake and that he was buying more U.S. stocks overall since the end of last year.,normal
IBM,International Business Machines Corporation,29-02-2016,UPDATE 1-N.Y. brokers lose SEC insider trading trial over IBM deal tip ,NEW YORK  Feb 29 A federal jury on Monday found two former New York stockbrokers liable for trading on confidential tips about an IBM Corp acquisition  despite a major appeals court ruling that made insider trading cases harder to pursue.,normal
IBM,International Business Machines Corporation,29-02-2016,N.Y. brokers lose SEC insider trading trial over IBM deal tip ,NEW YORK  Feb 29 A federal jury on Monday found two former New York stockbrokers liable for trading on confidential tips about an IBM Corp acquisition  despite a major appeals court ruling that made insider trading cases harder to pursue.,normal
IBM,International Business Machines Corporation,29-02-2016,IBM to purchase cyber security firm Resilient Systems ,IBM Security plans to acquire private cyber security firm Resilient Systems  the computing giant said Monday  as part of a move to expand its role in the incident response market.,normal
IBM,International Business Machines Corporation,29-02-2016,IBM to purchase cyber security firm Resilient Systems ,Feb 29 IBM Security plans to acquire private cyber security firm Resilient Systems  the computing giant said Monday  as part of a move to expand its role in the incident response market.,normal
IBM,International Business Machines Corporation,29-02-2016,UPDATE 3-Buffett says owning IBM shares could prove a mistake -CNBC ,NEW YORK  Feb 29 Warren Buffett  chairman and chief executive of Berkshire Hathaway Inc  told CNBC on Monday the firm's ownership of IBM shares could prove a mistake and that he was buying more U.S. stocks overall since the end of last year.,normal
IBM,International Business Machines Corporation,29-02-2016,Warren Buffett says buying IBM shares could be a mistake -CNBC ,NEW YORK  Feb 29 Warren Buffett  the chairman and chief executive of Berkshire Hathaway Inc.  told CNBC on Monday that buying IBM shares could prove a mistake and that he was buying more U.S. stocks overall since the end of last year.,normal
IBM,International Business Machines Corporation,02-03-2016,IBM plans to sell up to $150 million worth of Lenovo Group shares: IFR ,HONG KONG Computing giant International Business Machines Corp (IBM)  plans to sell up to $150 million worth of shares in China's Lenovo Group Ltd   IFR reported on Wednesday  citing a term sheet of the deal sent to investors.,topStory
IBM,International Business Machines Corporation,02-03-2016,IBM plans to sell up to $150 mln worth of Lenovo Group shares -IFR ,HONG KONG  March 2 Computing giant International Business Machines Corp (IBM) plans to sell up to $150 million worth of shares in China's Lenovo Group Ltd  IFR reported on Wednesday  citing a term sheet of the deal sent to investors.,normal
IBM,International Business Machines Corporation,07-03-2016,Online retailer Yoox Net-a-Porter adopts IBM software ,PARIS Online fashion retailer Yoox Net-a-Porter said on Monday it would adopt IBM's software to manage orders  replacing technology developed by Yoox and Net-a-Porter prior to their merger in October.,topStory
IBM,International Business Machines Corporation,07-03-2016,Online retailer Yoox Net-a-Porter adopts IBM software ,PARIS  March 7 Online fashion retailer Yoox Net-a-Porter said on Monday it would adopt IBM's  software to manage orders  replacing technology developed by Yoox and Net-a-Porter prior to their merger in October.,normal
IBM,International Business Machines Corporation,11-03-2016,BRIEF-Indosat Ooredoo  Lintasarta and IBM to collaborate on cloud in $200 mln deal ,* Indonesia's Indosat Ooredoo  Lintasarta and IBM to collaborate on cloud,topStory
IBM,International Business Machines Corporation,18-03-2016,BRIEF-IBM acquires privately owned Optevia ,* IBM acquires Optevia  expanding role as solutions provider for public sector clients,topStory
IBM,International Business Machines Corporation,31-03-2016,BRIEF-IBM announces planned acquisition of Bluewolf ,* IBM announces planned acquisition of Bluewolf to accelerate cloud-based customer experiences for salesforce users,topStory
IBM,International Business Machines Corporation,06-04-2016,BRIEF-Sap Se says IBM and company plan major investments to drive clients' digital transformations ,* IBM and Sap announce plans for major investments to drive clients' digital transformations,topStory
IBM,International Business Machines Corporation,08-04-2016,BRIEF-IBM Watson Health closes acquisition of Truven Health Analytics ,* IBM Watson Health closes acquisition of Truven Health Analytics  Source text for Eikon:  Further company coverage:,topStory
IBM,International Business Machines Corporation,19-04-2016,BRIEF-IBM closes acquisition of Aperto ,* Ibm closes acquisition of aperto  Source text for Eikon:  Further company coverage:    (Bengaluru Newsroom: +1-646-223-8780),topStory
IBM,International Business Machines Corporation,26-04-2016,BRIEF-IBM board approves increase in quarterly cash dividend ,* IBM board approves increase in quarterly cash dividend for the 21st consecutive year,topStory
IBM,International Business Machines Corporation,29-04-2016,IBM launches new cloud services for blockchain ,NEW YORK IBM on Friday announced new services to help companies  design and develop blockchain technology in a secure environment in the cloud  a network of computers where users are  increasingly storing their data and computing work.,topStory
IBM,International Business Machines Corporation,02-05-2016,Warren Buffett says more likely to buy IBM shares than sell: CNBC ,NEW YORK Warren Buffett  chairman and chief executive of conglomerate Berkshire Hathaway  said Monday he would be more likely to buy than sell IBM shares over the next two years  and that he did not seek to profit from global central bank actions.,topStory
IBM,International Business Machines Corporation,09-05-2016,Groupon sues 'once-great' IBM over patent ,The online marketplace Groupon Inc has sued IBM Corp  accusing it of infringing a patent related to technology that helps businesses solicit customers based on the customers' locations at a given moment.,topStory
IBM,International Business Machines Corporation,09-05-2016,Groupon sues 'once-great' IBM over patent ,The online marketplace Groupon Inc has sued IBM Corp  accusing it of infringing a patent related to technology that helps businesses solicit customers based on the customers' locations at a given moment.,normal
IBM,International Business Machines Corporation,09-05-2016,Groupon sues 'once-great' IBM over patent ,May 9 The online marketplace Groupon Inc  has sued IBM Corp  accusing it of infringing a patent related to technology that helps businesses solicit customers based on the customers' locations at a given moment.,normal
IBM,International Business Machines Corporation,10-05-2016,BRIEF-IBM plans to collaborate with 8 universities to expand security data ,* Plans to collaborate with eight universities to expand collection of security data IBM has trained cognitive system with  Source text for Eikon:  Further company coverage:    (Bengaluru Newsroom: +1-646-223-8780),topStory
IBM,International Business Machines Corporation,17-05-2016,BRIEF-Ixonos joins forces with IBM to create IoT services ,* has selected IBM Bluemix as the platform for Ixonos IoT solutions and services  Source text: http://bit.ly/1YxMznK Further company coverage:    (Gdynia Newsroom),topStory
IBM,International Business Machines Corporation,20-05-2016,BRIEF-Bilfinger wins Thames Water contract with Accenture  Deloitte  IBM ,* Says wins major contract from thames water joinly with Accenture  Deloitte  IBM,topStory
IBM,International Business Machines Corporation,26-05-2016,BRIEF-True Corp  IBM say will establish a new R&D Center for digital technology in Bangkok - Nikkei ,* True Corp and IBM announced Thursday they will establish a new R&D Center for digital technology  the True IBM Innovation Studio In Bangkok - Nikkei,topStory
IBM,International Business Machines Corporation,01-06-2016,IBM to buy EZSource for 14th acquisition of Israeli company ,JERUSALEM IBM said on Wednesday it will acquire EZSource  an Israel-based application discovery company  to help developers modernise mainframe applications for digital business.,topStory
IBM,International Business Machines Corporation,01-06-2016,IBM to buy EZSource for 14th acquisition of Israeli company ,JERUSALEM  June 1 IBM said on Wednesday it will acquire EZSource  an Israel-based application discovery company  to help developers modernise mainframe applications for digital business.,normal
IBM,International Business Machines Corporation,01-06-2016,BRIEF-IBM to acquire EZSource ,* IBM to acquire EZSource to help developers modernize mainframe applications for digital business,normal
IBM,International Business Machines Corporation,02-06-2016,BRIEF-Cisco and IBM to collaborate to provide instant internet of things insight at edge of network ,* Announced collaboration with IBM to provide instant internet of things insight at the edge of the network,topStory
IBM,International Business Machines Corporation,07-06-2016,BRIEF-IBM signs $300 million services agreement with Emirates Airline ,* IBM signs $300 million services agreement with Emirates Airline,topStory
IBM,International Business Machines Corporation,07-06-2016,IBM signs $300 million IT deal with Emirates Airline ,ABU DHABI IBM on Tuesday said it signed a $300 million  ten-year technology services agreement with Dubai’s Emirates Airline.,normal
IBM,International Business Machines Corporation,07-06-2016,IBM signs $300 mln IT deal with Emirates Airline ,ABU DHABI  June 7 IBM on Tuesday said it signed a $300 million  ten-year technology services agreement with Dubai's Emirates Airline.,normal
IBM,International Business Machines Corporation,14-06-2016,Ex-IBM employee from China charged with economic espionage ,WASHINGTON The U.S. Justice Department said on Tuesday that additional charges have been filed against a former IBM Corp software engineer in China  who was arrested in December by U.S. authorities for allegedly stealing proprietary source code from his former employer.,topStory
IBM,International Business Machines Corporation,14-06-2016,Ex-IBM employee from China charged with economic espionage ,WASHINGTON  June 14 The U.S. Justice Department said on Tuesday that additional charges have been filed against a former IBM Corp software engineer in China  who was arrested in December by U.S. authorities for allegedly stealing proprietary source code from his former employer.,normal
IBM,International Business Machines Corporation,14-06-2016,BRIEF-WMware  IBM expand cloud partnership with desktop services ,* WMware and IBM expand global cloud partnership with desktop services,normal
IBM,International Business Machines Corporation,20-06-2016,U.S. top court declines to revive apartheid claims against IBM  Ford ,WASHINGTON  June 20 The U.S. Supreme Court on Monday rejected an appeal by a group of black South Africans seeking to revive human rights litigation aiming to hold Ford Motor Co and IBM Corp liable for allegedly conducting business that helped perpetuate racial apartheid.,topStory
IBM,International Business Machines Corporation,23-06-2016,BRIEF-Agfa HealthCare collaborates with IBM and Watson ,* Reported on Wednesday that Agfa HealthCare collaborates with IBM and Watson to advance Cognitive Imaging,topStory
IBM,International Business Machines Corporation,29-06-2016,BRIEF-IBM Corp - Collaborative agreement to manage Blackboard Inc's datacenters ,* Announced a collaborative agreement for IBM to manage Blackboard Inc's datacenters and cloud infrastructure  Source text for Eikon:    (Bengaluru Newsroom; +1 646 223 8780),topStory
IBM,International Business Machines Corporation,30-06-2016,ISS  IBM signs deal on sensor technology in buildings ,* Danish business services firm ISS has put in an order for U.S. computer maker IBM's Watson IoT (Internet of Things) sensor technology  it said in a statement on Thursday.,topStory
IBM,International Business Machines Corporation,12-07-2016,IBM to open first blockchain innovation center in Singapore ,SINGAPORE IBM plans to open a blockchain innovation center in Singapore in collaboration with the government  as the city-state strives to become Asia's main financial technology hub.,topStory
IBM,International Business Machines Corporation,12-07-2016,IBM to open first blockchain innovation center in Singapore ,SINGAPORE  July 12 IBM plans to open a blockchain innovation centre in Singapore in collaboration with the government  as the city-state strives to become Asia's main financial technology hub.,normal
IBM,International Business Machines Corporation,19-07-2016,IBM's full-year earnings forecast greeted with skepticism ,IBM Corp  has given itself a tall order - a full-year profit target many analysts think it will have trouble meeting.,topStory
IBM,International Business Machines Corporation,08-08-2016,BRIEF-Yippy hires IBM veteran Michael Pointer as CEO ,* Yippy hires IBM veteran Michael Pointer as Chief Operations Officer  Source text for Eikon:  Further company coverage:,topStory
IBM,International Business Machines Corporation,15-08-2016,BRIEF-Workday  IBM form strategic partnership on the IBM cloud ,"* Company says ""Workday intends to expand use of IBM cloud over time beyond development and testing""  Source text for Eikon:  Further company coverage:",topStory
IBM,International Business Machines Corporation,15-08-2016,BRIEF-Workday on Monday expects to announce a 7 year deal to use IBM's cloud-computing services for some internal operations - WSJ ,* Workday on Monday expects to announce a 7 year deal to use IBM corp's cloud-computing services for some internal operations - WSJ,normal
IBM,International Business Machines Corporation,29-08-2016,BRIEF-IBM and VMware expand partnership to enable easy hybrid cloud adoption ,* IBM and VMware expand partnership to enable easy hybrid cloud adoption  Source text for Eikon:  Further company coverage:,topStory
IBM,International Business Machines Corporation,07-09-2016,Investor lawsuits dismissed over IBM's 2014 write-down ,NEW YORK IBM Corp  on Wednesday won the dismissal of a pair of proposed class action lawsuits filed after the company in 2014 announced it would take a $2.4 billion write-down in connection with selling its semiconductor unit.,topStory
IBM,International Business Machines Corporation,07-09-2016,Investor lawsuits dismissed over IBM's 2014 write-down ,IBM Corp on Wednesday won the dismissal of a pair of proposed class action lawsuits filed after the company in 2014 announced it would take a $2.4 billion write-down in connection with selling its semiconductor unit.,normal
IBM,International Business Machines Corporation,07-09-2016,UPDATE 1-Investor lawsuits dismissed over IBM's 2014 write-down ,NEW YORK  Sept 7 IBM Corp on Wednesday won the dismissal of a pair of proposed class action lawsuits filed after the company in 2014 announced it would take a $2.4 billion write-down in connection with selling its semiconductor unit.,normal
IBM,International Business Machines Corporation,07-09-2016,IBM wins dismissal of investor lawsuits over 2014 write-down ,NEW YORK  Sept 7 IBM Corp on Wednesday won the dismissal of a pair of proposed class action lawsuits filed after the company in 2014 announced it would take a $2.4 billion write-down in connection with selling its semiconductor unit.,normal
IBM,International Business Machines Corporation,23-09-2016,IBM  China UnionPay complete block chain pilot project on bank loyalty points ,NEW YORK IBM  said on Friday it completed a pilot project with Chinese credit card company China UnionPay that will facilitate the sharing of loyalty bonus points among banks using block chain technology.,topStory
IBM,International Business Machines Corporation,23-09-2016,IBM  China UnionPay complete block chain pilot project on bank loyalty points ,NEW YORK  Sept 23 IBM said on Friday it completed a pilot project with Chinese credit card company China UnionPay that will facilitate the sharing of loyalty bonus points among banks using block chain technology.,normal
IBM,International Business Machines Corporation,28-09-2016,Banks adopting blockchain 'dramatically faster' than expected: IBM ,"LONDON Banks and other financial institutions are adopting blockchain technology ""dramatically faster"" than initially expected  with 15 percent of top global banks intending to roll out full-scale  commercial blockchain products in 2017  IBM said on Wednesday.",topStory
IBM,International Business Machines Corporation,28-09-2016,Banks adopting blockchain 'dramatically faster' than expected-IBM ,"LONDON  Sept 28 Banks and other financial institutions are adopting blockchain technology ""dramatically faster"" than initially expected  with 15 percent of top global banks intending to roll out full-scale  commercial blockchain products in 2017  IBM said on Wednesday.",normal
IBM,International Business Machines Corporation,29-09-2016,BRIEF-IBM says plans to acquire Promontory Financial Group  a risk management and regulatory compliance consulting firm ,* Ibm says it plans to acquire Promontory Financial Group  a risk management and regulatory compliance consulting firm,topStory
IBM,International Business Machines Corporation,29-09-2016,BRIEF-HCL Technologies partners with IBM ,* HCL and IBM have entered into a 15-year partnership to build Automation and DevOps solutions  Source text: http://bit.ly/2cDYseo Further company coverage:    (Bengaluru newsroom),normal
IBM,International Business Machines Corporation,04-10-2016,CORRECTED-IBM sees tipping point at hand for industrial Internet ,FRANKFURT  Oct 3 Plugging computer sensors into factories  cars  shops and offices to help them operate more smartly on the industrial Internet  or so-called Internet of Things (IoT)  is moving beyond prototypes into the mass market  IBM said on Monday.,normal
IBM,International Business Machines Corporation,05-10-2016,BRIEF-IBM's Danish business to hire 250 people - Danish Foreign Ministry ,* IBM Denmark will hire 250 new people for an innovation center in Copenhagen  Denmark  the Danish Ministry of Foreign Affairs said.,topStory
IBM,International Business Machines Corporation,10-10-2016,BRIEF-Dhc Software signs licensing agreement with IBM (China) ,* Says it signs software licensing agreement with IBM (China),topStory
IBM,International Business Machines Corporation,11-10-2016,BRIEF-IBM Watson Health  Siemens Healthineers sign global alliance for population health management ,* IBM Watson Health and Siemens Healthineers sign five year  global strategic alliance in population health management  Source text for Eikon:  Further company coverage:,topStory
