Company,Organization,Date,Headline,Article,Relevance
MSFT,Microsoft Corporation,05-05-2015,Sky? Skype? EU court backs Murdoch over Microsoft in name battle ,LUXEMBOURG In a clash of corporate titans over naming rights in a fast-changing industry  Microsoft and its Skype phone service came out on the losing side of an EU court battle on Tuesday with Rupert Murdoch's television business Sky.,normal
MSFT,Microsoft Corporation,05-05-2015,Sky? Skype? EU court backs Murdoch over Microsoft in name battle ,LUXEMBOURG  May 5 In a clash of corporate titans over naming rights in a fast-changing industry  Microsoft  and its Skype phone service came out on the losing side of an EU court battle on Tuesday with Rupert Murdoch's television business Sky.,normal
MSFT,Microsoft Corporation,05-05-2015,Salesforce shares spike on report of Microsoft evaluating bid ,May 5 Shares of Salesforce.com Inc  jumped 6.2 percent in late afternoon trading on Tuesday  after Bloomberg reported that Microsoft Corp is evaluating a bid for the cloud software provider.,normal
MSFT,Microsoft Corporation,06-05-2015,Sky? Skype? EU court backs Murdoch over Microsoft in name battle ,LUXEMBOURG In a clash of corporate titans over naming rights in a fast-changing industry  Microsoft  and its Skype phone service came out on the losing side of an EU court battle on Tuesday with Rupert Murdoch's television business Sky.,topStory
MSFT,Microsoft Corporation,06-05-2015,Sky? Skype? EU court backs Murdoch over Microsoft in name battle ,LUXEMBOURG In a clash of corporate titans over naming rights in a fast-changing industry  Microsoft and its Skype phone service came out on the losing side of an EU court battle on Tuesday with Rupert Murdoch's television business Sky.,normal
MSFT,Microsoft Corporation,08-05-2015,BRIEF-Nokia signs IT infrastructure deal with HP  Microsoft and Telefonica ,* Says has entered into strategic partnerships with HP  Microsoft and Telefonica to create IT infrastructure and workplace environment,normal
MSFT,Microsoft Corporation,08-05-2015,Exclusive: Microsoft has no plans to pursue Salesforce - sources ,Microsoft Corp  currently is not weighing an offer for Salesforce.com Inc   two people familiar with the matter said on Thursday  dampening speculation that Microsoft could be drawn into bidding for the cloud software company.,normal
MSFT,Microsoft Corporation,12-05-2015,BRIEF-Sunrise Communications enters into strategic partnership with Microsoft ,* Enters into a strategic partnership with Microsoft: cloud solution for enterprises  Source text - http://bit.ly/1bLVr5S Further company coverage:    (Gdynia Newsroom),topStory
MSFT,Microsoft Corporation,20-05-2015,RPT - INSIGHT-Apple  Android app makers cool to Microsoft overtures ,SEATTLE  May 20 Microsoft's plan to make its new version of Windows a mobile hit by letting it accept tweaked Apple and Android apps has met an obstacle: some of the software developers the company needs to woo just aren't interested.,topStory
MSFT,Microsoft Corporation,20-05-2015,Insight: Apple  Android app makers cool to Microsoft overtures ,SEATTLE Microsoft's plan to make its new version of Windows a mobile hit by letting it accept tweaked Apple and Android apps has met an obstacle: some of the software developers the company needs to woo just aren't interested.,normal
MSFT,Microsoft Corporation,20-05-2015,Apple  Android app makers cool to Microsoft overtures ,SEATTLE Microsoft's plan to make its new version of Windows a mobile hit by letting it accept tweaked Apple and Android apps has met an obstacle: some of the software developers the company needs to woo just aren't interested.,normal
MSFT,Microsoft Corporation,20-05-2015,INSIGHT-Apple  Android app makers cool to Microsoft overtures ,SEATTLE  May 20 Microsoft's plan to make its new version of Windows a mobile hit by letting it accept tweaked Apple and Android apps has met an obstacle: some of the software developers the company needs to woo just aren't interested.,normal
MSFT,Microsoft Corporation,22-05-2015,Microsoft  Salesforce talks fell through on pricing: CNBC ,"Microsoft Corp  and Salesforce.com Inc  held ""significant talks"" this spring but failed to agree on a price  CNBC reported  citing people familiar with the matter.",normal
MSFT,Microsoft Corporation,22-05-2015,"Microsoft  Salesforce held ""significant"" talks this spring - CNBC ","May 22 Microsoft Corp held ""significant"" talks with Salesforce.com Inc this spring and was willing to offer about $55 billion for the company  CNBC reported  citing people familiar with the situation. (http://cnb.cx/1IPBIkG)     (Reporting by Anya George Tharakan in Bengaluru; Editing by Kirti Pandey)",normal
MSFT,Microsoft Corporation,01-06-2015,Microsoft says Windows 10 available on July 29 ,SEATTLE Microsoft Corp said on Monday its new Windows 10 operating system will be available worldwide on July 29  as a free upgrade for users of the most recent versions of Windows. | Video ,normal
MSFT,Microsoft Corporation,01-06-2015,UPDATE 1-Microsoft says Windows 10 available July 29 ,SEATTLE  June 1 Microsoft Corp said on Monday its new Windows 10 operating system will be available worldwide on July 29  as a free upgrade for users of the most recent versions of Windows.,normal
MSFT,Microsoft Corporation,04-06-2015,Madrona taps Amazon  Microsoft alumni for new $300 mln venture fund ,SAN FRANCISCO  June 4 Seattle-based Madrona Venture Group said it has raised $300 million for a new fund  its sixth  drawing on the growing start-up community in the backyard it shares with Amazon.com Inc and Microsoft Corp.,topStory
MSFT,Microsoft Corporation,10-06-2015,Microsoft to sell big-screen Surface Hub for up to $20 000 ,SEATTLE  June 10 Revealing its price tag for the first time  Microsoft Corp will sell a bigger version of its new  wall-mounted video-conferencing and digital whiteboard device for $20 000  making it the most expensive product in its hardware line-up  the software company said on Wednesday.,topStory
MSFT,Microsoft Corporation,16-06-2015,BRIEF-Unit4 NV teams up with with Microsoft ,* Announces strategic collaboration with Microsoft  to speed market creation of self-driving business applications and ERP for people-centric organizations,normal
MSFT,Microsoft Corporation,17-06-2015,Stephen Elop  former Nokia CEO  to leave Microsoft ,SEATTLE Stephen Elop  the former top boss at phone-maker Nokia  is one of four high-level executives leaving Microsoft Corp as the company sharpens its focus on software services and the cloud  Chief Executive Satya Nadella announced on Wednesday.,topStory
MSFT,Microsoft Corporation,17-06-2015,UPDATE 2-Stephen Elop  former Nokia CEO  to leave Microsoft ,SEATTLE  June 17 Stephen Elop  the former top boss at phone-maker Nokia  is one of four high-level executives leaving Microsoft Corp as the company sharpens its focus on software services and the cloud  Chief Executive Satya Nadella announced on Wednesday.,normal
MSFT,Microsoft Corporation,17-06-2015,CORRECTED-Stephen Elop  former Nokia CEO  to leave Microsoft ,June 17 Microsoft Corp said former Nokia Oyj top boss  Stephen Elop  is leaving the software maker as part of a shakeup in its senior leadership.,normal
MSFT,Microsoft Corporation,29-06-2015,Microsoft hands display ads to AOL  maps to Uber ,SEATTLE Microsoft Corp  said on Monday it will hand over its display advertising business to AOL Inc and sell some map-generating technology to ride-hailing app company Uber  as it slims down its money-losing online operations.,topStory
MSFT,Microsoft Corporation,29-06-2015,UPDATE 4-Microsoft hands display ads to AOL  maps to Uber ,SEATTLE  June 29 Microsoft Corp said on Monday it will hand over its display advertising business to AOL Inc and sell some map-generating technology to ride-hailing app company Uber  as it slims down its money-losing online operations.,normal
MSFT,Microsoft Corporation,29-06-2015,Microsoft to drop display ad business  cut 1200 jobs - Bloomberg ,June 29 Microsoft Corp will close its web display advertising business  handing operations over to AOL Inc and AppNexus Inc and cutting about 1 200 jobs  Bloomberg reported.,normal
MSFT,Microsoft Corporation,30-06-2015,Microsoft hands display ads to AOL  maps to Uber ,SEATTLE Microsoft Corp  said on Monday it will hand over its display advertising business to AOL Inc and sell some map-generating technology to ride-hailing app company Uber  as it slims down its money-losing online operations.,normal
MSFT,Microsoft Corporation,08-07-2015,Microsoft's mobile future hinges on success of Windows 10 ,SAN FRANCISCO Microsoft Inc's  future in mobile devices likely hinges on the software maker's ability to convince developers to create apps for the phone version of Windows 10 after its ill-fated Nokia acquisition helped trigger 7 800 layoffs. | Video ,topStory
MSFT,Microsoft Corporation,08-07-2015,Microsoft's mobile future hinges on success of Windows 10 ,SAN FRANCISCO  July 8 Microsoft Inc's  future in mobile devices likely hinges on the software maker's ability to convince developers to create apps for the phone version of Windows 10 after its ill-fated Nokia acquisition helped trigger 7 800 layoffs.,normal
MSFT,Microsoft Corporation,08-07-2015,Microsoft hangs up on Nokia business  to cut 7 800 jobs ,Microsoft Corp  said on Wednesday it would cut 7 800 jobs  or nearly 7 percent of its workforce  and write down about $7.6 billion related to its Nokia phone business. | Video ,normal
MSFT,Microsoft Corporation,08-07-2015,Microsoft hangs up on Nokia business  to cut 7 800 jobs ,Microsoft Corp said on Wednesday it would cut 7 800 jobs  or nearly 7 percent of its workforce  and write down about $7.6 billion related to its Nokia phone business. | Video ,normal
MSFT,Microsoft Corporation,08-07-2015,Microsoft plans major job cuts - NYT ,Microsoft Corp  the world's largest software company  plans to announce a new round of layoffs as early as Wednesday as it tries to cut costs further  the New York Times reported.,normal
MSFT,Microsoft Corporation,08-07-2015,UPDATE 1-Microsoft plans major job cuts - NYT ,July 8 Microsoft Corp  the world's largest software company  plans to announce a new round of layoffs as early as Wednesday as it tries to cut costs further  the New York Times reported.,normal
MSFT,Microsoft Corporation,08-07-2015,Microsoft plans major job cuts - NYT ,July 8 Microsoft Corp plans to announce a new round of layoffs as early as Wednesday to cut costs further  the New York Times reported.,normal
MSFT,Microsoft Corporation,16-07-2015,Lines go silent in Finnish town of Salo as Microsoft shuts Nokia phone unit ,HELSINKI When U.S. software giant Microsoft bought Nokia's struggling mobile phone business last year  the inhabitants of Salo – a town of 54 000 in southern Finland – thought the move would revive the local economy.,topStory
MSFT,Microsoft Corporation,20-07-2015,Microsoft to buy Israeli cyber security firm Adallom: report ,TEL AVIV Microsoft Corp plans to acquire Israeli cyber security company Adallom for $320 million  the Calcalist financial newspaper reported on Monday.,normal
MSFT,Microsoft Corporation,20-07-2015,Microsoft to buy Israeli cyber security firm Adallom -report ,TEL AVIV  July 20 Microsoft Corp plans to acquire Israeli cyber security company Adallom for $320 million  the Calcalist financial newspaper reported on Monday.,normal
MSFT,Microsoft Corporation,21-07-2015,Microsoft posts record loss as it writes down Nokia ,Microsoft Corp  reported a $3.2 billion quarterly net loss  its biggest ever  as the company wrote down its Nokia phone business and demand fell for its Windows operating system.,topStory
MSFT,Microsoft Corporation,21-07-2015,Microsoft reports $3.2 bln quarterly loss ,July 21 Microsoft Corp reported a $3.2 billion quarterly net loss  hurt by charges related to its Nokia phone business and job cuts  and weak demand for its Windows operating system.,normal
MSFT,Microsoft Corporation,22-07-2015,Microsoft's hardware strategy under scrutiny after record loss ,Sales of Microsoft Corp's Surface tablets and Xbox gaming consoles are soaring.,normal
MSFT,Microsoft Corporation,22-07-2015,Microsoft's hardware strategy under scrutiny after record loss ,July 22 Sales of Microsoft Corp's  Surface tablets and Xbox gaming consoles are soaring.,normal
MSFT,Microsoft Corporation,29-07-2015,A fresh Start: Microsoft's Windows 10 wins plaudits ,Microsoft Corp's  launch of its first new operating system in almost three years  designed to work across laptops  desktop and smartphones  won mostly positive reviews for its user-friendly and feature-packed interface. | Video ,topStory
MSFT,Microsoft Corporation,29-07-2015,A fresh Start: Microsoft's Windows 10 wins plaudits ,Microsoft Corp's launch of its first new operating system in almost three years  designed to work across laptops  desktop and smartphones  won mostly positive reviews for its user-friendly and feature-packed interface. | Video ,normal
MSFT,Microsoft Corporation,29-07-2015,UPDATE 2-A fresh Start: Microsoft's Windows 10 wins plaudits ,July 29 Microsoft Corp's launch of its first new operating system in almost three years  designed to work across laptops  desktop and smartphones  won mostly positive reviews for its user-friendly and feature-packed interface.,normal
MSFT,Microsoft Corporation,29-07-2015,Microsoft launches much-awaited Windows 10 ,July 29 Microsoft Corp launched its much-awaited Windows 10 operating system at midnight on Wednesday.,normal
MSFT,Microsoft Corporation,30-07-2015,UPDATE 2-Google loses bid to overturn low-cost patent licenses to Microsoft ,NEW YORK  July 30 In a setback for Google Inc   a U.S. appeals court ruled on Thursday that the low licensing rate Microsoft Corp pays to use some of Google's Motorola Mobility patents had been properly set.,topStory
MSFT,Microsoft Corporation,30-07-2015,Google loses bid to overturn low-cost patent licenses to Microsoft ,Google Inc will have to make do with the low rate it must offer Microsoft Corp to use some of its Motorola Mobility patents after a U.S. appeals court on Thursday ruled the licensing rate had been properly set.,normal
MSFT,Microsoft Corporation,30-07-2015,Google loses bid to overturn low-cost patent licenses to Microsoft ,NEW YORK  July 30 Google Inc will have to make do with the low rate it must offer Microsoft Corp to use some of its Motorola Mobility patents after a U.S. appeals court on Thursday ruled the licensing rate had been properly set.,normal
MSFT,Microsoft Corporation,20-08-2015,Microsoft files antitrust suit against InterDigital in patent feud ,NEW YORK InterDigital Inc has violated U.S. antitrust law by failing to keep its promise to fairly license its technology considered essential to mobile phone communications  Microsoft Corp said in a lawsuit on Thursday.,topStory
MSFT,Microsoft Corporation,20-08-2015,UPDATE 2-Microsoft files antitrust suit against InterDigital in patent feud ,NEW YORK  Aug 20 InterDigital Inc has violated U.S. antitrust law by failing to keep its promise to fairly license its technology considered essential to mobile phone communications  Microsoft Corp said in a lawsuit on Thursday.,normal
MSFT,Microsoft Corporation,20-08-2015,Microsoft files antitrust suit against InterDigital in patent feud ,NEW YORK InterDigital Inc has violated U.S. antitrust law by failing to keep its promise to fairly license its technology considered essential to mobile phone communications  Microsoft Corp said in a lawsuit on Thursday.,normal
MSFT,Microsoft Corporation,20-08-2015,Microsoft files antitrust suit against InterDigital in patent feud ,NEW YORK  Aug 20 InterDigital Inc has violated U.S. antitrust law by failing to keep its promise to fairly license its technology considered essential to mobile phone communications  Microsoft Corp said in a lawsuit on Thursday.,normal
MSFT,Microsoft Corporation,21-08-2015,Microsoft files antitrust suit against InterDigital in patent feud ,InterDigital Inc has violated U.S. antitrust law by failing to keep its promise to fairly license its technology considered essential to mobile phone communications  Microsoft Corp said in a lawsuit on Thursday.,topStory
MSFT,Microsoft Corporation,21-08-2015,Microsoft confirms Finnish phone site closure and job cuts ,HELSINKI Microsoft Corp  on Friday confirmed it will close Nokia Oyj's  former handset product development unit in Salo  Finland  and will cut a total of up to 2 300 jobs in the Nordic country.,normal
