Company,Organization,Date,Headline,Article,Relevance
AAPL,Apple Inc,20-02-2015,Apple hiring big brains in car battery space ,SAN FRANCISCO  Feb 20 A year and a half ago  Apple Inc had applied for just eight patents related to auto batteries. Recently  it has hired a bevy of engineers  just one of whom had already filed for 17 in his former career  according to a Thomson Reuters analysis.,normal
AAPL,Apple Inc,20-02-2015,Japan Display in talks with Apple to build iPhone screen plant: source ,TOKYO Japan Display Inc  is considering building a plant to supply smartphone screens for Apple Inc  and is negotiating with the U.S. company for investment in the project  a person familiar with the situation said on Friday.,normal
AAPL,Apple Inc,20-02-2015,UPDATE 2-Japan Display in talks with Apple to build iPhone screen plant -source ,TOKYO  Feb 20 Japan Display Inc is considering building a plant to supply smartphone screens for Apple Inc and is negotiating with the U.S. company for investment in the project  a person familiar with the situation said on Friday.,normal
AAPL,Apple Inc,20-02-2015,Japan Display in talks with Apple to build $1.7 bln plant-Nikkan Kogyo ,TOKYO  Feb 20 Japan Display Inc is considering building a new plant to supply smartphone screens for Apple Inc  which may shoulder much of the 200 billion yen ($1.68 billion) investment  Japan's Nikkan Kogyo newspaper said on Friday.,normal
AAPL,Apple Inc,23-02-2015,Apple to spend $1.9 billion on new European data centers ,Apple Inc said it would spend 1.7 billion euros ($1.9 billion) to build two data centers in Europe that would be  entirely powered by renewable energy and create hundreds of jobs.,normal
AAPL,Apple Inc,23-02-2015,UPDATE 1-Apple to spend 1.7 billion euros on new European data centres ,Feb 23 Apple Inc said it would spend 1.7 billion euros ($1.9 billion) to build two data centres in Europe that would be  entirely powered by renewable energy and create hundreds of jobs.,normal
AAPL,Apple Inc,23-02-2015,Apple to spend 1.7 billion euros on new European data centers ,Feb 23 Apple Inc said it would spend 1.7 billion euros ($1.9 billion) to build two data centers in Europe that would be  entirely powered by renewable energy.,normal
AAPL,Apple Inc,24-02-2015,Visa Europe plans new security that could pave way for Apple Pay ,FRANKFURT Visa Europe has announced a new  more secure way for consumers to pay retailers via smartphones  a move that could set the stage for Apple's  Apple Pay and rival mobile payment services to be introduced into Europe in the coming months.,topStory
AAPL,Apple Inc,24-02-2015,UPDATE 2-Visa Europe plans new security that could pave way for Apple Pay ,* Plans money transfer among Visa users via social networks   (adds details on social media money transfer service; Apple Pay),normal
AAPL,Apple Inc,24-02-2015,Visa Europe plans credit card-cloaking that could pave way for Apple Pay ,FRANKFURT  Feb 24 Visa Europe said on Tuesday it would offer a secure way for consumers to pay retailers with their smartphones while concealing credit card details  a move that could set the stage for Apple's Apple Pay and rival payment services to be introduced into Europe in coming months.,normal
AAPL,Apple Inc,25-02-2015,Apple ordered to pay $533 million for patent infringement ,NEW YORK Apple Inc has been ordered to pay $532.9 million after a federal jury in Texas found that its iTunes software infringed three patents owned by patent licensing firm Smartflash LLC. | Video ,normal
AAPL,Apple Inc,25-02-2015,Apple ordered to pay $533 mln for patent infringement ,NEW YORK Apple Inc has been ordered to pay $532.9 million after a federal jury in Texas found that its iTunes software infringed three patents owned by patent licensing firm Smartflash LLC.,normal
AAPL,Apple Inc,25-02-2015,UPDATE 2-Apple ordered to pay $533 mln for patent infringement ,NEW YORK  Feb 25 Apple Inc has been ordered to pay $532.9 million after a federal jury in Texas found that its iTunes software infringed three patents owned by patent licensing firm Smartflash LLC.,normal
AAPL,Apple Inc,25-02-2015,REFILE-Apple ordered to pay $533 mln for patent infringement ,NEW YORK  Feb 25 Apple Inc has been ordered to pay $532.9 million after a federal jury found its iTunes software infringed three patents owned by Texas-based patent licensing company Smartflash LLC.,normal
AAPL,Apple Inc,26-02-2015,Apple faces second suit from victorious patent firm ,Fresh off a $532.9 million jury win against Apple Inc  a Texas company is again suing the tech giant  this time over the same patents' use in devices introduced after the original case was underway.,topStory
AAPL,Apple Inc,26-02-2015,Apple faces second suit from victorious patent firm ,Feb 26 Fresh off a $532.9 million jury win against Apple Inc  a Texas company is again suing the tech giant  this time over the same patents' use in devices introduced after the original case was underway.,normal
AAPL,Apple Inc,26-02-2015,Apple to hold event on March 9  as Watch launch nears ,SAN FRANCISCO Apple Inc  sent out invitations for a media event in San Francisco on March 9  about one month before the much-anticipated launch of the new Apple Watch.,normal
AAPL,Apple Inc,26-02-2015,Apple to hold event on March 9  as Watch launch nears ,SAN FRANCISCO  Feb 26 Apple Inc sent out invitations for a media event in San Francisco on March 9  about one month before the much-anticipated launch of the new Apple Watch.,normal
AAPL,Apple Inc,27-02-2015,Cook says Apple Watch will replace car keys: Telegraph ,Apple Watch will replace your car keys and its battery will last the whole day  Apple Inc's Chief Executive Tim Cook told the Telegraph in an interview.,topStory
AAPL,Apple Inc,27-02-2015,UPDATE 1-Cook says Apple Watch will replace car keys - Telegraph ,Feb 27 Apple Watch will replace your car keys and its battery will last the whole day  Apple Inc's  Chief Executive Tim Cook told the Telegraph in an interview.,normal
AAPL,Apple Inc,27-02-2015,Cook says Apple Watch might replace the need for car keys - Telegraph ,Apple Inc's latest product  the Apple Watch  might replace the need for car keys  Chief Executive Tim Cook told the Telegraph in an interview.,normal
AAPL,Apple Inc,27-02-2015,Cook says Apple Watch might replace the need for car keys-Telegraph ,Feb 27 Apple Inc's latest product  the Apple Watch  might replace the need for car keys  Chief Executive Tim Cook told the Telegraph in an interview.,normal
AAPL,Apple Inc,27-02-2015,Ericsson sues Apple for telecom patent infringement ,STOCKHOLM Swedish mobile telecom gear maker Ericsson is suing Apple Inc for patent infringement after Apple refused Ericsson's offer to have a court determine fair licensing terms  Ericsson said on Friday.,normal
AAPL,Apple Inc,27-02-2015,UPDATE 1-Ericsson sues Apple for telecom patent infringement ,STOCKHOLM  Feb 27 Swedish mobile telecom gear maker Ericsson is suing Apple Inc for patent infringement after Apple refused Ericsson's offer to have a court determine fair licensing terms  Ericsson said on Friday.,normal
AAPL,Apple Inc,27-02-2015,Ericsson sues Apple for telecom patent infringement ,STOCKHOLM Swedish mobile telecom gear maker Ericsson is suing Apple Inc for patent infringement  Ericsson said on Friday.,normal
AAPL,Apple Inc,27-02-2015,Ericsson sues Apple for telecom patent infringement ,STOCKHOLM  Feb 27 Swedish mobile telecom gear maker Ericsson is suing Apple Inc for patent infringement  Ericsson said on Friday.,normal
AAPL,Apple Inc,01-03-2015,Samsung unveils sleek new Galaxy phones to take on Apple ,SEOUL/BARCELONA Samsung Electronics Co Ltd unveiled its latest Galaxy S smartphones featuring a slim body made from aircraft-grade metal  in a bid to reclaim the throne of undisputed global smartphone leader from Apple Inc.,topStory
AAPL,Apple Inc,01-03-2015,UPDATE 1-Samsung unveils sleek new Galaxy phones to take on Apple ,* Key launch in fight to stay No.1 vs Apple   (Adds CEO comment  analysts' comment  details from event),normal
AAPL,Apple Inc,01-03-2015,Apple car rumors fuel Geneva debate about car of future ,GENEVA The main talking point at this week's Geneva car show is likely to be a vehicle that may never be built: the Apple car.,normal
AAPL,Apple Inc,01-03-2015,Samsung unveils sleek new Galaxy phones to take on Apple ,SEOUL/BARCELONA  March 1 Samsung Electronics Co Ltd unveiled its latest Galaxy S smartphones featuring a slim body made from aircraft-grade metal  in a bid to reclaim its throne as undisputed global smartphone leader from Apple Inc.,normal
AAPL,Apple Inc,02-03-2015,Apple  Google poaching settlement appears headed for approval ,SAN FRANCISCO A U.S. judge on Monday seemed satisfied with a proposed $415 million settlement that would end a lawsuit in which tech workers accused Apple Inc  Google Inc and two other Silicon Valley companies of conspiring to hold down salaries.,topStory
AAPL,Apple Inc,02-03-2015,Apple  Google poaching settlement appears headed for approval ,SAN FRANCISCO A U.S. judge on Monday seemed satisfied with a proposed $415 million settlement that would end a lawsuit in which tech workers accused Apple Inc  Google Inc and two other Silicon Valley companies of conspiring to hold down salaries.,normal
AAPL,Apple Inc,02-03-2015,UPDATE 1-Apple  Google poaching settlement appears headed for approval ,SAN FRANCISCO  March 2 A U.S. judge on Monday seemed satisfied with a proposed $415 million settlement that would end a lawsuit in which tech workers accused Apple Inc   Google Inc and two other Silicon Valley companies of conspiring to hold down salaries.,normal
AAPL,Apple Inc,02-03-2015,What would the Dow look like if it included Apple? ,NEW YORK It may be by far the most valuable American company but Apple Inc still can’t get into at least one exclusive club – the 30-member Dow Jones Industrial Average.,normal
AAPL,Apple Inc,02-03-2015,INSIGHT-What would the Dow look like if it included Apple? ,NEW YORK  March 2 It may be by far the most valuable American company but Apple Inc still can't get into at least one exclusive club - the 30-member Dow Jones Industrial Average.,normal
AAPL,Apple Inc,02-03-2015,Samsung unveils sleek new Galaxy phones to battle Apple ,SEOUL/BARCELONA South Korea's Samsung Electronics Co Ltd unveiled its latest Galaxy S smartphones  featuring a slim body made from aircraft-grade metal  in a bid to reclaim the throne of undisputed global smartphone leader from Apple Inc. | Video ,normal
AAPL,Apple Inc,02-03-2015,Apple  Google workers head to court on $415 mln poaching settlement ,SAN FRANCISCO  March 2 Workers accusing Apple   Google and two other Silicon Valley companies of conspiring to hold down salaries will try on Monday to win approval of a $415 million settlement from a U.S. judge who rejected an earlier deal as too low.,normal
AAPL,Apple Inc,02-03-2015,UPDATE 3-Samsung unveils sleek new Galaxy phones to battle Apple ,* Key launch in fight to stay No.1 vs Apple   (Updates with Samsung's closing share price  graphic link),normal
AAPL,Apple Inc,03-03-2015,UPDATE 2-Apple plans fix next week for newly uncovered Freak security bug ,BOSTON  March 3 Apple Inc and Google Inc said on Tuesday that they have developed fixes to mitigate the newly uncovered 'Freak' security flaw affecting mobile devices and Mac computers.,topStory
AAPL,Apple Inc,03-03-2015,Apple edges out Samsung in global smartphone sales: Gartner ,Apple Inc  sold the most number of smartphones globally in the fourth quarter  overtaking Samsung Electronics Co Ltd  for the first time since 2011  according to research firm Gartner.,normal
AAPL,Apple Inc,03-03-2015,CORRECTED-Apple edges out Samsung in global smartphone sales-Gartner ,March 3 Apple Inc sold the most number of smartphones globally in the fourth quarter  overtaking Samsung Electronics Co Ltd for the first time since 2011  according to research firm Gartner.,normal
AAPL,Apple Inc,03-03-2015,Apple plans fix next week for newly uncovered Freak security bug ,BOSTON  March 3 An Apple Inc spokesman said on Tuesday that the company plans to release a fix next week to mitigate the newly uncovered 'Freak' security flaw affecting Safari browsers on its iOS and OS X operating systems.,normal
AAPL,Apple Inc,04-03-2015,Apple to delay larger iPad production till September: report ,SAN FRANCISCO Apple Inc will delay the start of production on a larger  12.9-inch iPad until around September because of problems involving the display panel supply  said a report by Bloomberg News citing people familiar with the company's plans as saying.,topStory
AAPL,Apple Inc,04-03-2015,Apple to delay larger iPad production till September-report ,SAN FRANCISCO  March 4 Apple Inc will delay the start of production on a larger  12.9-inch iPad until around September because of problems involving the display panel supply  said a report by Bloomberg News citing people familiar with the company's plans as saying.,normal
AAPL,Apple Inc,04-03-2015,HBO in talks with Apple to launch video streaming service: report ,HBO is in talks with Apple Inc to be its launch partner for the highly anticipated HBO Now video streaming service  according to a report in Wednesday's International Business Times.,normal
AAPL,Apple Inc,04-03-2015,UPDATE 1-HBO in talks with Apple to launch video streaming service -report ,March 4 HBO is in talks with Apple Inc  to be its launch partner for the highly anticipated HBO Now video streaming service  according to a report in Wednesday's International Business Times.,normal
AAPL,Apple Inc,04-03-2015,HBO in talks with Apple to launch video streaming service-report ,"March 4 HBO is in talks with Apple Inc  to be its launch partner for its highly anticipated ""HBO Now"" video streaming service  according to a report in Wednesday's International Business Times.",normal
AAPL,Apple Inc,04-03-2015,Judges wary of Apple's claims of phone patent harm by Samsung ,WASHINGTON Apple Inc told a U.S. appeals court on Wednesday that rival Samsung Electronics Co Ltd should be barred from selling products that infringe on its smartphone patents  but the judges were skeptical.,normal
AAPL,Apple Inc,04-03-2015,Judges wary of Apple's claims of phone patent harm by Samsung ,WASHINGTON Apple Inc told a U.S. appeals court on Wednesday that rival Samsung Electronics Co Ltd  should be barred from selling products that infringe on its smartphone patents  but the judges were skeptical.,normal
AAPL,Apple Inc,04-03-2015,Judges wary of Apple's claims of phone patent harm by Samsung ,WASHINGTON  March 4 Apple Inc told a U.S. appeals court on Wednesday that rival Samsung Electronics Co Ltd should be barred from selling products that infringe on its smartphone patents  but the judges were skeptical.,normal
AAPL,Apple Inc,05-03-2015,Apple's rivals hope its Watch will boost their own wearable tech ,BARCELONA  March 5 Apple's rivals want to benefit from its magic  hoping that its long awaited new smartwatch will finally conjure demand for wearable technology that has so far generated more buzz about its potential than actual sales.,topStory
AAPL,Apple Inc,05-03-2015,BMW says talks with Apple don't involve developing a car ,FRANKFURT German carmaker BMW said on Thursday its talks with technology giant Apple did not involve developing or building a car  denying a German magazine report.,normal
AAPL,Apple Inc,05-03-2015,BMW says talks with Apple don't involve developing a car ,FRANKFURT  March 5 German carmaker BMW  said on Thursday its talks with technology giant Apple  did not involve developing or building a car  denying a German magazine report.,normal
AAPL,Apple Inc,05-03-2015,Continental wants to be partner on possible Apple car -CEO ,BERLIN  March 5 Germany's Continental AG  would be interested in acting as partner for technology giant Apple should the U.S. company decide to build a car  Chief Executive Elmar Degenhart said.,normal
AAPL,Apple Inc,05-03-2015,Apple delays larger iPad production till September: reports ,Apple Inc  will delay the start of production on a larger  12.9-inch iPad until around September because of delays involving the supply of display panels  according to two media reports.,normal
AAPL,Apple Inc,05-03-2015,UPDATE 1-Apple delays larger iPad production till September - reports ,March 5 Apple Inc will delay the start of production on a larger  12.9-inch iPad until around September because of delays involving the supply of display panels  according to two media reports.,normal
AAPL,Apple Inc,06-03-2015,At long last  Dow gets a taste for Apple ,NEW YORK Apple Inc   the largest U.S. company by market value  will join the Dow Jones industrial average   replacing AT&T Inc   in a change that reflects the dominant position of the iPhone maker in the U.S. consumer economy. | Video ,topStory
AAPL,Apple Inc,06-03-2015,UPDATE 7-At long last  Dow gets a taste for Apple ,NEW YORK  March 6 Apple Inc  the largest U.S. company by market value  will join the Dow Jones industrial average  replacing AT&T Inc  in a change that reflects the dominant position of the iPhone maker in the U.S. consumer economy.,normal
AAPL,Apple Inc,06-03-2015,Apple plans fix next week for newly uncovered Freak security bug ,BOSTON Apple Inc and Google Inc said on Tuesday that they have developed fixes to mitigate the newly uncovered 'Freak' security flaw affecting mobile devices and Mac computers.,normal
AAPL,Apple Inc,06-03-2015,REFILE-UPDATE 2-Apple plans fix next week for newly uncovered Freak security bug ,BOSTON  March 3 Apple Inc and Google Inc said on Tuesday that they have developed fixes to mitigate the newly uncovered 'Freak' security flaw affecting mobile devices and Mac computers.,normal
AAPL,Apple Inc,06-03-2015,RPT-UPDATE 3-Apple to replace AT&T in Dow industrials ,NEW YORK  March 6 Apple Inc  the largest U.S. company by market value  will join the storied Dow Jones industrial average  replacing AT&T Inc  in a change that reflects the dominant position of iPhone maker in the U.S. economy and society.,normal
AAPL,Apple Inc,07-03-2015,Apple lets companies fine-tune apps before watch debut: Bloomberg ,Apple Inc  has allowed some companies to test their apps on its yet-to-be-launched Apple Watch and adjust the tools to the watch's design  Bloomberg reported. | Video ,topStory
AAPL,Apple Inc,08-03-2015,The Apple Watch: Is it a gadget or a fashion statement? ,"CHICAGO/LOS ANGELES Apple CEO Tim Cook summed up the problem during a conversation with sales staff at a London Apple Store: ""We've never sold anything as a company that people could try on before.""",topStory
AAPL,Apple Inc,08-03-2015,The Apple Watch: Is it a gadget or a fashion statement? ,"CHICAGO/LOS ANGELES  March 8 Apple CEO Tim Cook summed up the problem during a conversation with sales staff at a London Apple Store: ""We've never sold anything as a company that people could try on before.""",normal
AAPL,Apple Inc,09-03-2015,The Apple Watch: Is it a gadget or a fashion statement? ,"CHICAGO/LOS ANGELES Apple CEO Tim Cook summed up the problem during a conversation with sales staff at a London Apple Store: ""We've never sold anything as a company that people could try on before."" | Video ",topStory
AAPL,Apple Inc,09-03-2015,Apple debuts $17 000 watch  some waiting for killer app ,SAN FRANCISCO Apple Inc  launched its long-awaited watch on Monday  including yellow or rose gold models with sapphire faces costing up to $17 000  but some investors questioned whether Chief Executive Tim Cook's first product would be a breakaway hit. | Video ,normal
AAPL,Apple Inc,09-03-2015,UPDATE 5-Apple debuts $17 000 watch  some waiting for killer app ,SAN FRANCISCO  March 9 Apple Inc  launched its long-awaited watch on Monday  including yellow or rose gold models with sapphire faces costing up to $17 000  but some investors questioned whether Chief Executive Tim Cook's first product would be a breakaway hit.,normal
AAPL,Apple Inc,09-03-2015,Apple's watch hasn't impressed the fashion world ,PARIS/NEWYORK Apple Inc.  has made every effort to convince the fashion world that the Apple Watch is the next chic accessory.,normal
AAPL,Apple Inc,09-03-2015,Apple's watch hasn't impressed the fashion world ,PARIS/NEWYORK  March 9 Apple Inc. has made every effort to convince the fashion world that the Apple Watch is the next chic accessory. Supermodel Christy Turlington Burns became the timepiece's  highest-profile advocate from the fashion world when she joined CEO Tim Cook onstage in San Francisco on Monday. And the company has made a big publicity push in Paris  giving style heavyweights Karl Lagerfeld  Anna Wintour and model Karlie Kloss an advance preview ahead of a display last fal,normal
AAPL,Apple Inc,09-03-2015,UPDATE 2-HBO standalone service coming to Apple devices in April ,"March 9 HBO's standalone streaming service will launch on Apple Inc devices next month in time for the season premiere of hit series ""Game of Thrones "" the network said on Monday  a move to reach millions of viewers who do not subscribe to pay television packages.",normal
AAPL,Apple Inc,10-03-2015,Apple seeks to dismiss lawsuit filed by electric battery maker ,Apple Inc asked a U.S. court on Tuesday to dismiss a civil lawsuit filed by battery maker A123 systems over engineers hired by Apple  saying A123's claims were too speculative to proceed  according to a court filing.,topStory
AAPL,Apple Inc,10-03-2015,Apple seeks to dismiss lawsuit filed by electric battery maker ,March 10 Apple Inc asked a U.S. court on Tuesday to dismiss a civil lawsuit filed by battery maker A123 systems over engineers hired by Apple  saying A123's legal claims were too speculative to proceed  according to a court filing.,normal
AAPL,Apple Inc,10-03-2015,Apple asks U.S. appeals court to disqualify antitrust monitor ,NEW YORK A U.S. appeals court on Tuesday weighed Apple Inc's latest bid to disqualify a court-appointed antitrust monitor whose activities one judge sharply questioned.,normal
AAPL,Apple Inc,10-03-2015,Apple asks U.S. appeals court to disqualify antitrust monitor ,NEW YORK A U.S. appeals court on Tuesday weighed Apple Inc's latest bid to disqualify a court-appointed antitrust monitor whose activities one judge sharply questioned.,normal
AAPL,Apple Inc,10-03-2015,Apple asks U.S. appeals court to disqualify antitrust monitor ,NEW YORK  March 10 A U.S. appeals court on Tuesday weighed Apple Inc's latest bid to disqualify a court-appointed antitrust monitor whose activities one judge sharply questioned.,normal
AAPL,Apple Inc,10-03-2015,Apple Watch not yet setting Chinese pulses racing ,BEIJING Apple Inc  had China front and center at the San Francisco launch of its smart Apple Watch  trumpeting a new store in Hangzhou city and demo-ing hit Chinese messaging app WeChat.,normal
AAPL,Apple Inc,10-03-2015,Apple Watch not yet setting Chinese pulses racing ,BEIJING  March 10 Apple Inc had China front and centre at the San Francisco launch of its smart Apple Watch  trumpeting a new store in Hangzhou city and demo-ing hit Chinese messaging app WeChat.,normal
AAPL,Apple Inc,10-03-2015,Fidelity tech fund trounces all rivals without holding Apple ,NEW YORK The best performing technology fund since the peak of the dot com boom did it all without owning Apple Inc   whose soaring stock price has pushed the Nasdaq near a new record high.,normal
AAPL,Apple Inc,10-03-2015,BRIEF-Alibaba's Tmall to sell Apple watch next month ,* Says Tmall to start presales of Apple's smartwatch on April 10,normal
AAPL,Apple Inc,11-03-2015,Apple's iTunes  App Stores back online after unusually long outage ,SAN FRANCISCO Apple Inc's iTunes and App Store came back online on Wednesday afternoon after an unusually long service disruption that the company blamed on an internal technical error.,topStory
AAPL,Apple Inc,11-03-2015,UPDATE 5-Apple's iTunes  App Stores back online after unusually long outage ,SAN FRANCISCO  March 11 Apple Inc's  iTunes and App Store came back online on Wednesday afternoon after an unusually long service disruption that the company blamed on an internal technical error.,normal
AAPL,Apple Inc,11-03-2015,Apple's iTunes  app stores back online after 12-hour outage ,SAN FRANCISCO  March 11 Apple Inc's  iTunes and App Store came back online on Wednesday afternoon  according to its online status page  after an unusual hours-long disruption that the company blamed on an internal technical error.,normal
AAPL,Apple Inc,11-03-2015,Long-time Apple bull Matthew 25 fund starts trimming position ,NEW YORK A portfolio manager whose outsized Apple Inc position helped him beat 99 percent of his peers over the last five years has started to trim his stake out of concerns that the iPhone maker's stock no longer looks as attractive.,normal
AAPL,Apple Inc,11-03-2015,Long-time Apple bull Matthew 25 fund starts trimming position ,NEW YORK  March 11 A portfolio manager whose outsized Apple Inc position helped him beat 99 percent of his peers over the last five years has started to trim his stake out of concerns that the iPhone maker's stock no longer looks as attractive.,normal
AAPL,Apple Inc,13-03-2015,Exclusive: Apple Watch not on shopping list for 69 percent of Americans: Reuters poll ,SAN FRANCISCO Apple Inc's new smartwatch may be a tough sell  with 69 percent of Americans indicating they are not interested in buying the gadget  according to a Reuters/Ipsos poll. | Video ,topStory
AAPL,Apple Inc,13-03-2015,Exclusive: Microsoft's digital assistant to head to Android  Apple devices ,"SEATTLE Microsoft is working on an advanced version of its competitor to Apple's Siri  using research from an artificial intelligence project called ""Einstein.""",normal
AAPL,Apple Inc,13-03-2015,Apple pies and iPads sweeten China's dreaded TV expose ,SHANGHAI From cut-price apple pies to free iPads  companies in China are transforming Sunday's dreaded consumer rights day into a shopping frenzy  to blunt the impact of being named and shamed in state broadcaster CCTV's annual expose. | Video ,normal
AAPL,Apple Inc,13-03-2015,BRIEF-Shenzhen Selen's unit signs contract to sell protective films to indirect Apple supplier ,* Says unit signs contract to sell protective films used in the production of Apple watches to an indirect Apple supplier,normal
AAPL,Apple Inc,13-03-2015,RPT-UPDATE 1-Apple pies and iPads sweeten China's dreaded TV expose ,SHANGHAI  March 13 From cut-price apple pies to free iPads  companies in China are transforming Sunday's dreaded consumer rights day into a shopping frenzy  to blunt the impact of being named and shamed in state broadcaster CCTV's annual expose.,normal
AAPL,Apple Inc,13-03-2015,Apple pies and iPads sweeten China's dreaded TV expose ,SHANGHAI  March 13 From cut-price apple pies to free iPads  companies in China are transforming Sunday's dreaded consumer rights day into a shopping frenzy  to blunt the impact of being named and shamed in state broadcaster CCTV's annual expose.,normal
AAPL,Apple Inc,16-03-2015,Big problem for fund managers: liking Apple too much ,NEW YORK At more than 15 percent of his fund's assets  John Burnham  manager of the $136 million Burnham Fund  has a larger stake in Apple Inc than any other diversified fund.,topStory
AAPL,Apple Inc,17-03-2015,Apple TV entices networks with promise of mobile viewers ,SAN FRANCISCO/NEW YORK Apple Inc's planned video streaming service may not be a tough sell for media companies who could be enticed by the company's ubiquitous iPhones and iPads  which represent a new stream of growth for an industry losing viewers.,topStory
AAPL,Apple Inc,17-03-2015,Hong Kong for work? A travel playlist from the head of Apple's Beats ,NEW YORK Before headphones and speaker company Beats Electronics was sold to Apple for more than $3 billion  the company faced a crossroads: It had parted ways with partner Monster Electronics in 2012 and needed new manufacturing partners.,normal
AAPL,Apple Inc,17-03-2015,CORRECTED-Hong Kong for work? A travel playlist from the head of Apple's Beats ,NEW YORK  March 17 Before headphones and speaker company Beats Electronics was sold to Apple for more than $3 billion  the company faced a crossroads: It had parted ways with partner Monster Electronics in 2012 and needed new manufacturing partners.,normal
AAPL,Apple Inc,17-03-2015,Apple in talks to launch online TV service: WSJ ,Apple Inc's  much-hinted-at TV service may soon become a reality as the iPhone maker is in talks with programmers to offer a slimmed-down bundle of TV networks this fall  the Wall Street Journal reported  citing people familiar with the matter. | Video ,normal
AAPL,Apple Inc,17-03-2015,UPDATE 2-Apple in talks to launch online TV service - WSJ ,March 17 Apple Inc's much-hinted-at TV service may soon become a reality as the iPhone maker is in talks with programmers to offer a slimmed-down bundle of TV networks this fall  the Wall Street Journal reported  citing people familiar with the matter.,normal
