Company,Organization,Date,Headline,Article,Relevance
INTC,Intel Corporation,12-03-2015,CORRECTED-UPDATE 4-Intel cuts revenue forecast as desktop demand weakens ,March 12 Intel Corp slashed nearly $1 billion from its first-quarter revenue forecast as small businesses put off upgrading their personal computers  sending the chipmaker's shares down more than 5 percent.,normal
INTC,Intel Corporation,12-03-2015,Fitch: Intel Outlook Could Signal PC Market Hasn't Stabilized ,(The following statement was released by the rating agency) CHICAGO  March 12 (Fitch) Intel's negative pre-announcement this morning  suggests the end of support for Windows XP was a more significant factor than  previously estimated in last year's perceived stabilizing personal computer (PC)  demand  according to Fitch Ratings. Consequently  extended PC refresh cycles may  result in a resumption of negative PC sales growth. Intel Thursday changed its first-quarter revenue outlook as a function ,normal
INTC,Intel Corporation,12-03-2015,US STOCKS-Wall St up after recent declines; Intel weighs ,* Indexes up: Dow 0.9 pct  S&P 0.7 pct  Nasdaq 0.3 pct   (Updates to market open  adds Intel outlook),normal
INTC,Intel Corporation,12-03-2015,US STOCKS SNAPSHOT-Wall St opens higher  Intel weighs on Nasdaq ,March 12 U.S. stocks opened higher on Thursday  rebounding after two days of declines  though shares of Intel Corp weighed on Nasdaq after the company warned that first-quarter revenue would be weaker than expected.,normal
INTC,Intel Corporation,19-03-2015,Tag Heuer  Intel challenge Apple with Android smartwatch ,BASEL  Switzerland Tag Heuer  French luxury group LVMH's  biggest watch maker  said it will launch a smartwatch later this year using Google Inc's  Android operating system in a venture with Intel Corp  to compete head-on with the Apple Watch.,topStory
INTC,Intel Corporation,19-03-2015,UPDATE 2-Tag Heuer  Intel challenge Apple with Android smartwatch ,BASEL  Switzerland  March 19 Tag Heuer  French luxury group LVMH's biggest watch maker  said it will launch a smartwatch later this year using Google Inc's  Android operating system in a venture with Intel Corp  to compete head-on with the Apple Watch.,normal
INTC,Intel Corporation,19-03-2015,CORRECTED-Tag Heuer unveils smartwatch venture with Intel  Google ,BASEL  Switzerland  March 19 Tag Heuer  French luxury group LVMH's biggest watch maker  announced a partnership with Google Inc and Intel Corp to create a luxury smartwatch to compete head-on with Apple Inc .,normal
INTC,Intel Corporation,25-03-2015,THAILAND PRESS-Intel to support govt's digital economy plan - The Nation ,"Intel has announced its support for the government's ""digital economy"" strategy through its technologies and knowledge  the Nation reported  citing Intel Southeast Asia's director of public policy  Worapat Patram.",topStory
INTC,Intel Corporation,27-03-2015,Intel in talks to buy Altera  shares of firms surge ,Intel Corp  is in talks to buy fellow chipmaker Altera Corp  in a deal likely to top $10 billion  according to a source familiar with the matter  making it Intel's biggest purchase ever and the latest merger in the quickly consolidating semiconductor sector.,topStory
INTC,Intel Corporation,27-03-2015,UPDATE 3-Intel in talks to buy Altera  shares of firms surge ,March 27 Intel Corp is in talks to buy fellow chipmaker Altera Corp in a deal likely to top $10 billion  according to a source familiar with the matter  making it Intel's biggest purchase ever and the latest merger in the quickly consolidating semiconductor sector.,normal
INTC,Intel Corporation,27-03-2015,Big win for Altera call buyers on talk of Intel deal ,NEW YORK News that chipmaker Intel Corp  is in talks to buy Altera Corp  sparked a flurry of trades in its short-term calls and could spell huge gains for some timely buyers of the options.,normal
INTC,Intel Corporation,27-03-2015,Intel in talks to buy Altera - WSJ ,March 27 Chipmaker Intel Corp is in talks to buy Altera Corp  the Wall Street Journal said  citing people familiar with the matter.,normal
INTC,Intel Corporation,02-04-2015,BRIEF-Ingenico Group and Intel to bring payments to the Internet of Things ,* Ingenico Group and Intel Corp to bring payments to the Internet of Things,topStory
INTC,Intel Corporation,06-04-2015,Tweet on Altera-Intel talks came after options trades ,NEW YORK A March 27 tweet sent the same minute as news broke that chipmaker Intel Corp was in talks to buy Altera Corp appeared to come after very timely trades in Altera's options by several seconds  according to Thomson Reuters data.,topStory
INTC,Intel Corporation,06-04-2015,Tweet on Altera-Intel talks came after options trades ,NEW YORK  April 6 A March 27 tweet sent the same minute as news broke that chipmaker Intel Corp was in talks to buy Altera Corp appeared to come after very timely trades in Altera's options by several seconds  according to Thomson Reuters data.,normal
INTC,Intel Corporation,09-04-2015,Intel  Altera end takeover talks due to price disagreement: source ,Discussions on a takeover by Intel Corp of smaller chip maker Altera Corp have ended as the companies were unable to agree on price  a person familiar with the matter said  but Altera shares rose  suggesting it is still a potential target.,topStory
INTC,Intel Corporation,09-04-2015,UPDATE 4-Intel  Altera end takeover talks due to price disagreement -source ,April 9 Discussions on a takeover by Intel Corp  of smaller chip maker Altera Corp have ended as the companies were unable to agree on price  a person familiar with the matter said  but Altera shares rose  suggesting it is still a potential target.,normal
INTC,Intel Corporation,09-04-2015,Takeover talks between Altera  Intel end - CNBC ,April 9 Takeover talks between chipmakers Intel Corp and Altera Corp have broken off  CNBC reported Thursday  citing unnamed sources.,normal
INTC,Intel Corporation,13-04-2015,Shareholders nudge Altera to reopen talks with Intel: Bloomberg ,Several shareholders of chipmaker Altera Corp  including Cadian Capital Management and TIG Advisors  have urged the company to resume takeover talks with Intel Corp  Bloomberg reported  citing people familiar with the matter.,topStory
INTC,Intel Corporation,13-04-2015,Shareholders nudge Altera to reopen talks with Intel - Bloomberg ,April 13 Several shareholders of chipmaker Altera Corp  including Cadian Capital Management and TIG Advisors  have urged the company to resume takeover talks with Intel Corp  Bloomberg reported  citing people familiar with the matter.,normal
INTC,Intel Corporation,14-04-2015,Intel sees revenue holding  cuts capital spending  shares up ,Chipmaker Intel Corp forecast revenue broadly in line with Wall Street's expectations and signaled a hefty cut in capital expenditures this year  lifting its shares in after-hours trading.,normal
INTC,Intel Corporation,14-04-2015,UPDATE 2-Intel sees revenue holding  cuts capital spending  shares up ,April 14 Chipmaker Intel Corp forecast revenue broadly in line with Wall Street's expectations and signaled a hefty cut in capital expenditures this year  lifting its shares in after-hours trading.,normal
INTC,Intel Corporation,14-04-2015,Intel's revenue flat from year ago ,April 14 Intel Corp's first-quarter revenue was flat from a year ago and in line with its own recently lowered expectations  due to weak demand for PCs that use the company's chips.,normal
INTC,Intel Corporation,15-04-2015,US STOCKS SNAPSHOT-Wall St opens up; Intel rallies on outlook ,NEW YORK  April 15 U.S. stocks opened higher on Wednesday  with Intel Corp leading the advance a day after the chipmaker gave a reassuring revenue outlook.,normal
INTC,Intel Corporation,20-04-2015,BRIEF-Ericsson says starts collaboration with Intel Security ,* Says Intel security collaborates with Ericsson to bring managed security to telecom operators,topStory
INTC,Intel Corporation,24-04-2015,Luxottica sees first pair of glasses with Intel chips in Feb/March ,MILAN Italian eyewear group Luxottica expects the first pair of glasses born out of its partnership with U.S. chipmaker Intel Corp to be ready in February or March  co-Chief Executive Massimo Vian told shareholders on Friday.,topStory
INTC,Intel Corporation,24-04-2015,Luxottica sees first pair of glasses with Intel chips in Feb/March ,MILAN  April 24 Italian eyewear group Luxottica  expects the first pair of glasses born out of its partnership with U.S. chipmaker Intel Corp to be ready in February or March  co-Chief Executive Massimo Vian told shareholders on Friday.,normal
INTC,Intel Corporation,27-04-2015,Altera shareholder challenges company over Intel ,TIG Advisors LLC  an investment firm that holds shares in Altera Corp   challenged a nomination to the company's board of  directors on Monday over Altera's refusal to engage with Intel Corp  about a potential merger.,topStory
INTC,Intel Corporation,27-04-2015,UPDATE 1-Altera shareholder challenges company over Intel ,April 27 TIG Advisors LLC  an investment firm that holds shares in Altera Corp  challenged a nomination to the company's board of  directors on Monday over Altera's refusal to engage with Intel Corp about a potential merger.,normal
INTC,Intel Corporation,27-04-2015,Altera shareholder challenges company over Intel ,April 27 TIG Advisors LLC  an investment firm that holds shares in Altera Corp  challenged the company's board director nomination on Monday over its refusal to engage with Intel Corp about a potential merger.,normal
INTC,Intel Corporation,30-04-2015,Exclusive: Intel's standstill with Altera expires in June - sources ,Intel Corp  signed a standstill agreement earlier this year with Altera Corp  that expires on June 1  giving the world's largest chipmaker the option to launch a hostile bid after that  according to sources familiar with the matter.,topStory
INTC,Intel Corporation,18-05-2015,Intel  Altera resume deal talks: NY Post ,Chipmakers Intel Corp  and Altera Corp  have resumed talks on a possible deal that could top $13 billion  the New York Post reported.,normal
INTC,Intel Corporation,18-05-2015,Intel  Altera resume deal talks - NY Post ,May 18 Chipmakers Intel Corp and Altera Corp have resumed talks on a possible deal that could top $13 billion  the New York Post reported.,normal
INTC,Intel Corporation,29-05-2015,Intel close to deal to buy Altera for $16 billion: sources ,Intel Corp  has resumed negotiations to buy smaller chip maker Altera Corp  and is close to a $16 billion acquisition agreement  people familiar with the matter said on Friday. | Video ,normal
INTC,Intel Corporation,29-05-2015,Intel nears $15 bln deal to buy Altera - NY Post ,May 29 Intel Corp is close to a deal to buy smaller chip maker Altera Corp for about $15 billion  the New York Post reported.,normal
INTC,Intel Corporation,01-06-2015,Intel to buy Altera for $16.7 billion in its biggest deal ever ,Intel Corp  agreed to buy Altera Corp  for $16.7 billion as the world's biggest chipmaker seeks to make up for slowing demand from the PC industry by expanding its line-up of higher-margin chips used in data centers. | Video ,topStory
INTC,Intel Corporation,01-06-2015,Fitch Affirms Intel at 'A+/F1' on Altera Acquisition; Outlook Stable ,(The following statement was released by the rating agency) CHICAGO  June 01 (Fitch) Fitch Ratings has affirmed the ratings for Intel  Corporation (Intel)  including the long-term Issuer Default Rating (IDR) of 'A+'  and short-term IDR of 'F1'  following Intel's announcement it will acquire  Altera Corporation (Altera) for $16.7 billion in cash. Fitch's actions affect $13.2 billion of debt  excluding incremental debt  issuance to fund the vast majority of the Altera acquisition. The Rating Outlo,normal
INTC,Intel Corporation,02-06-2015,RPT-Intel's purchase of Altera defends its datacenter dominance ,BANGALORE/SEATTLE  June 1 Intel Corp's  $17 billion purchase of programmable chip maker Altera Corp  is a costly defensive move to ward off rivals in the prized datacenter business it dominates  analysts said on Monday.,normal
INTC,Intel Corporation,02-06-2015,Intel's purchase of Altera defends its datacenter dominance ,BANGALORE/SEATTLE  June 1 Intel Corp's  $17 billion purchase of programmable chip maker Altera Corp  is a costly defensive move to ward off rivals in the prized datacenter business it dominates  analysts said on Monday.,normal
INTC,Intel Corporation,05-06-2015,Lattice and Xilinx seen gaining on Altera after Intel deal ,Intel Corp's  $16.7 billion acquisition of programmable-chip maker Altera Corp  is not the bad news for Altera's rivals that it may seem to be at first blush.,topStory
INTC,Intel Corporation,05-06-2015,Lattice and Xilinx seen gaining on Altera after Intel deal ,June 5 Intel Corp's $16.7 billion acquisition of programmable-chip maker Altera Corp is not the bad news for Altera's rivals that it may seem to be at first blush.,normal
INTC,Intel Corporation,09-06-2015,Intel pledges $125 million for start-ups that back women  minorities ,SAN FRANCISCO Following up on its earlier pledge to spend $300 million over the next five years to improve diversity  Intel Corp promised more on Tuesday  this time to back companies with women and minorities in leadership roles.,topStory
INTC,Intel Corporation,09-06-2015,Intel pledges $125 mln for start-ups that back women  minorities ,SAN FRANCISCO  June 9 Following up on its earlier pledge to spend $300 million over the next five years to improve diversity  Intel Corp promised more on Tuesday  this time to back companies with women and minorities in leadership roles.,normal
INTC,Intel Corporation,12-06-2015,Difficult markets put Intel jumbo financing on hold ,LONDON  June 12 (IFR) - US technology company Intel Corporation was planning to issue a multi-currency bond for up to USD10bn this week  before torrid European market conditions soured the prospects for a sale.,topStory
INTC,Intel Corporation,26-06-2015,US STOCKS-Nasdaq falls 1 pct as Micron  Intel weigh ,June 26 The Nasdaq Composite fell 1 percent in afternoon trading on Friday after weak forecast from Micron Technology dragged down chipmakers including Intel.,topStory
INTC,Intel Corporation,02-07-2015,Intel President Renée James to step down in January ,Intel Corp  President Renée James will step down in January to pursue an external chief executive role  Intel Chief Executive Brian Krzanich said in a statement.,topStory
INTC,Intel Corporation,02-07-2015,Intel President Renée James to step down in January ,July 2 Intel Corp President Renée James will step down in January to pursue an external chief executive role  Intel Chief Executive Brian Krzanich said in a statement.,normal
INTC,Intel Corporation,14-07-2015,Short sellers curb Intel bets ahead of second quarter results; tone cautious ,SAN FRANCISCO Wall Street expects bad news when Intel Corp  reports its second-quarter results on Wednesday although a few short sellers appear to believe the worst is over for the chipmaker's recently sinking stock.,topStory
INTC,Intel Corporation,15-07-2015,Intel serves up revenue  profit beat as data center business grows ,Intel Corp  reported better-than-expected quarterly results on Wednesday as growth in its data centers and Internet-of-Things businesses helped offset weak demand for personal computers that use the company's chips.,topStory
INTC,Intel Corporation,16-07-2015,Intel's cost cuts could give rivals higher ground: analysts ,Intel Corp's move to delay the launch of its next generation chip technology to 2017 may see the company lose ground to rivals Taiwan Semiconductor Manufacturing Co  and Samsung Electronics Co Ltd.,normal
INTC,Intel Corporation,16-07-2015,US STOCKS-Futures rise after Greek vote; Intel  Netflix results ,July 16 U.S. stock index futures rose on Thursday as investors welcomed Greek parliamentary approval of a bailout plan and on strong results from Netflix and Intel overnight.,normal
INTC,Intel Corporation,22-07-2015,UPDATE 2-Intel's US$7bn four-parter gets US$20bn in demand ,(Rewrites throughout  adds more details)     By Paul Kilby and Natalie Harrison     NEW YORK  July 22 (IFR) - Intel is on track to price a US$7bn bond on Wednesday to help finance its acquisition of chipmaker Altera after attracting more than US$20bn in investor demand.     The deal  split across four tranches ranging in maturities from five to 30 years  had been long-expected by market participants. Initially marketed in June to European investors  the company held off announcing the deal un,topStory
INTC,Intel Corporation,23-07-2015,Qualcomm's potential break-up could lead to courtship with Intel ,Wall Street says Intel Corp is the best suitor for Qualcomm Inc's chip unit  if the maker of Snapdragon mobile processors decides to break itself up.,topStory
INTC,Intel Corporation,23-07-2015,Qualcomm's potential break-up could lead to courtship with Intel ,Wall Street says Intel Corp is the best suitor for Qualcomm Inc's chip unit  if the maker of Snapdragon mobile processors decides to break itself up.,normal
INTC,Intel Corporation,24-07-2015,Intel invalidates patent  tells Congress to get reforms done ,NEW YORK A federal jury has cleared Intel's McAfee Inc in a $13 million suit accusing the company of infringing a patent with its antivirus software programs  finding that the patent owned by TVIIM LLC was invalid.,topStory
INTC,Intel Corporation,24-07-2015,Qualcomm's potential break-up could lead to courtship with Intel ,Wall Street says Intel Corp  is the best suitor for Qualcomm Inc's  chip unit  if the maker of Snapdragon mobile processors decides to break itself up.,normal
INTC,Intel Corporation,10-09-2015,EU regulators to rule on $16.7 billion Intel  Altera deal by October 14 ,BRUSSELS European Union antitrust regulators will decide by Oct. 14 whether to clear U.S. chipmaker Intel's $16.7 billion bid for Altera Corp  its largest ever deal.,topStory
INTC,Intel Corporation,10-09-2015,EU regulators to rule on $16.7 bln Intel  Altera deal by Oct. 14 ,BRUSSELS  Sept 10 European Union antitrust regulators will decide by Oct. 14 whether to clear U.S. chipmaker Intel's $16.7 billion bid for Altera Corp   its largest ever deal.,normal
INTC,Intel Corporation,09-10-2015,Intel to secure EU's okay for $16.7 billion Altera deal: sources ,World No. 1 chipmaker Intel Corp  will be given the go-ahead from the EU for its $16.7 billion bid for Altera Corp   its largest ever deal  two people familiar with the matter said on Friday.,topStory
INTC,Intel Corporation,09-10-2015,Intel to secure EU's okay for $16.7 bln Altera deal - sources ,World No. 1 chipmaker Intel Corp will be given the go-ahead from the EU for its $16.7 billion bid for Altera Corp  its largest ever deal  two people familiar with the matter said on Friday.,normal
INTC,Intel Corporation,09-10-2015,UPDATE 2-Intel to secure EU's okay for $16.7 bln Altera deal - sources ,BRUSSELS  Oct 9 World No. 1 chipmaker Intel Corp  will be given the go-ahead from the EU for its $16.7 billion bid for Altera Corp  its largest ever deal  two people familiar with the matter said on Friday.,normal
INTC,Intel Corporation,09-10-2015,EU to clear unconditionally $16.7 bln Intel  Altera deal - sources ,BRUSSELS  Oct 9 European Union antitrust regulators are set to approve U.S. chipmaker Intel Corp's  $16.7 billion offer for Altera Corp without requiring concessions  two people familiar with the matter said on Friday.,normal
INTC,Intel Corporation,13-10-2015,Intel says data center business to grow less than expected ,Intel Corp  cut revenue growth forecast for its highly profitable business of making chips for data centers as businesses reduce spending due to weak macroeconomic growth. | Video ,topStory
INTC,Intel Corporation,13-10-2015,Intel profit falls 6.3 pct ,Oct 13 Intel Corp reported a 6.3 percent fall in quarterly profit on Tuesday  weighed down by continued weak demand for chips used in personal computers.,normal
INTC,Intel Corporation,14-10-2015,Intel's data center business seen rebounding in 2016 ,Intel Corp's move to cut growth forecast for its highly profitable business that makes chips used in data centers may have disappointed investors  but analysts see the unit rebounding next year as more users take to cloud services.,normal
INTC,Intel Corporation,14-10-2015,Intel's data center business seen rebounding in 2016 ,Oct 14 Intel Corp's move to cut growth forecast for its highly profitable business that makes chips used in data centers may have disappointed investors  but analysts see the unit rebounding next year as more users take to cloud services.,normal
INTC,Intel Corporation,14-10-2015,European Commission clears Intel's $16.7 billion bid for Altera ,BRUSSELS World No. 1 chipmaker Intel Corp gained unconditional EU antitrust approval on Wednesday for its $16.7 billion bid for Altera Corp  its largest ever acquisition.,normal
INTC,Intel Corporation,14-10-2015,European Commission clears Intel's $16.7 billion bid for Altera ,BRUSSELS  Oct 14 World No. 1 chipmaker Intel Corp gained unconditional EU antitrust approval on Wednesday for its $16.7 billion bid for Altera Corp  its largest ever acquisition.,normal
INTC,Intel Corporation,21-10-2015,Intel says may invest up to $5.5 billion in China memory chip plant ,Intel Corp said it may invest up to $5.5 billion in manufacturing semiconductors in China  stepping up efforts to improve ties with Beijing as it seeks new revenue streams while demand for its core computer processing chips falters.,topStory
INTC,Intel Corporation,21-10-2015,Intel may invest up to $5.5 bln in China facility ,Oct 21 Intel Corp said it may invest up to $5.5 billion in the coming years to expand its manufacturing capacity for non-volatile memory at its Dalian facility in China.,normal
INTC,Intel Corporation,27-10-2015,BRIEF-Ingenico Group announced collaboration with Intel ,* Announced that it was advancing collaboration with Intel Corp in creating for retailers a secure connectivity path from the cash register to the payment terminal  end-to-end,topStory
INTC,Intel Corporation,29-10-2015,Raytheon to buy Intel’s Stonesoft: report ,Raytheon Co's  Websense unit is buying Intel Corp's  Finnish cybersecurity arm  Stonesoft  according to news media reports.,topStory
INTC,Intel Corporation,29-10-2015,Raytheon to buy Intel's Stonesoft: report ,Oct 29 Raytheon Co's Websense unit is buying Intel Corp's Finnish cybersecurity arm  Stonesoft  according to news media reports.,normal
INTC,Intel Corporation,17-11-2015,Intel to follow Apple in crucial test of Kangaroo market ,SYDNEY  Nov 17 (IFR) - Intel Corporation  rated A1/A+ (Moody's/S&P)  has sparked plenty of excitement in Australia ahead of tomorrow's fixed-income investor call for a potential debut offering of Kangaroo bonds.,topStory
INTC,Intel Corporation,19-11-2015,Intel warns that U.S. regulation could drive drone R&D overseas ,"WASHINGTON Intel Corp could relocate its drone research and development operations overseas if the federal government adopts an ""overly prescriptive"" approach to unmanned aerial systems technology  an Intel executive told U.S. lawmakers on Thursday.",topStory
INTC,Intel Corporation,19-11-2015,Intel warns that U.S. regulation could drive drone R&D overseas ,"WASHINGTON  Nov 19 Intel Corp could relocate its drone research and development operations overseas if the federal government adopts an ""overly prescriptive"" approach to unmanned aerial systems technology  an Intel executive told U.S. lawmakers on Thursday.",normal
INTC,Intel Corporation,23-11-2015,Fitch Rates Intel's AUD4B Kangaroo Bonds Offering 'A+' ,(The following statement was released by the rating agency) CHICAGO  November 23 (Fitch) Fitch Ratings has assigned an 'A+' rating to Intel  Corp.'s (Intel) 4-year and 7-year senior notes issuance in Australia. Fitch  currently rates Intel's long- and short-term Issuer Default Ratings 'A+/F1'. The  Rating Outlook is Stable. Fitch rates $22.2 billion of debt  prior to the  issuance. A full list of current ratings follows at the end of this release.  With the AUD senior notes sale  Intel will comp,topStory
INTC,Intel Corporation,23-11-2015,Intel markets debut Kangaroo bond offering ,SYDNEY  Nov 23 (IFR) - Intel Corporation  rated A1/A+ (Moody's/S&P)  has announced its debut offering of debut Kangaroo bonds through joint lead managers Deutsche Bank and Westpac. The bonds are expected to price tomorrow.,normal
INTC,Intel Corporation,14-01-2016,Slowing data center revenue growth dims Intel's profit beat ,Intel Corp's  strong quarterly profit beat was overshadowed by concerns about slowing revenue growth in its highly profitable data center business  sending its shares down about 5.6 percent in after-market trading.,topStory
INTC,Intel Corporation,14-01-2016,Intel revenue rises marginally ,Jan 14 Intel Corp reported a marginal rise in quarterly revenue  reversing two quarters of declines  as growth in its data center business more than offset weak sales to PC makers.,normal
INTC,Intel Corporation,22-02-2016,AT&T and Intel team up to test drone technology ,NEW YORK Wireless provider AT&T Inc said on Monday it will partner with chipmaker Intel Corp to test the functionality of drones on its high-speed LTE wireless network.,topStory
INTC,Intel Corporation,22-02-2016,AT&T and Intel team up to test drone technology ,NEW YORK  Feb 22 Wireless provider AT&T Inc said on Monday it will partner with chipmaker Intel Corp to test the functionality of drones on its high-speed LTE wireless network.,normal
INTC,Intel Corporation,28-02-2016,MEDIA-Google's parent could be big winner in Intel tax dispute-WSJ ,Source link: http://www.wsj.com/articles/googles-parent-could-be-big-winner-in-intel-tax-dispute-1456698129,topStory
INTC,Intel Corporation,11-03-2016,Intel plans to sell part of venture capital unit: Bloomberg ,Intel Corp is looking to sell part of its venture capital portfolio  assets that could be worth as much as $1 billion  Bloomberg reported.,topStory
INTC,Intel Corporation,11-03-2016,Intel plans to sell part of venture capital unit - Bloomberg ,March 11 Intel Corp is looking to sell part of its venture capital portfolio  assets that could be worth as much as $1 billion  Bloomberg reported.,normal
INTC,Intel Corporation,15-03-2016,U.S. high school winners in Intel Talent Search to be announced ,WASHINGTON  March 15 Three of the United States' brightest high school scientists will emerge winners on Tuesday in the $1 million Intel Talent Search  among the top U.S. competitions for young innovators.,topStory
INTC,Intel Corporation,16-03-2016,One boy  two girls win Intel U.S. Talent Search ,WASHINGTON Three of the United States' brightest high school scientists  one boy and two girls  emerged as winners on Tuesday in the $1 million Intel Talent Search  among the top U.S. competitions for young innovators.,topStory
INTC,Intel Corporation,22-03-2016,Intel mastermind  Silicon Valley statesman Andy Grove dead at 79 ,SAN FRANCISCO Andy Grove  the Silicon Valley elder statesman who made Intel into the world's top chipmaker and helped usher in the personal computer age  died on Tuesday at age 79  Intel said.,topStory
INTC,Intel Corporation,22-03-2016,UPDATE 1-Intel mastermind  Silicon Valley statesman Andy Grove dead at 79 ,SAN FRANCISCO  March 21 Andy Grove  the Silicon Valley elder statesman who made Intel into the world's top chipmaker and helped usher in the personal computer age  died on Tuesday at age 79  Intel said.,normal
INTC,Intel Corporation,22-03-2016,Former Intel CEO Chairman Andrew Grove dies at 79 -Intel ,March 21 Former Intel Chief Executive Officer and Chairman Andrew Grove died on Monday at age 79  the technology company said in a statement.     (Reporting by Sandra Maler in Washington; Editing by Peter Cooney),normal
INTC,Intel Corporation,04-04-2016,BRIEF-Intel's IoT unit  Client Computing Group SVPs to leave co ,* Says Doug Davis  SVP and general manager of Internet of Things unit  will retire from Intel at the end of 2016,topStory
INTC,Intel Corporation,15-04-2016,Intel plans to cut thousands of jobs: report ,Intel Corp  is planning to cut thousands of jobs this spring  including reducing headcount in some business units by double-digit percentages  news website Oregonlive said  citing sources inside the company familiar with the plan.,topStory
INTC,Intel Corporation,15-04-2016,Intel plans to cut thousands of jobs - report ,April 15 Intel Corp is planning to cut thousands of jobs this spring  including reducing headcount in some business units by double-digit percentages  news website Oregonlive said  citing sources inside the company familiar with the plan.,normal
INTC,Intel Corporation,17-04-2016,Intel shares could rise 25 percent in next year: Barron's ,"NEW YORK Intel Corp's 	 shift to higher-growth businesses such as server chips and embedded chips for cars could drive a 25 increase in its shares in a year  according to a report on Sunday in the financial publication Barron's.",topStory
INTC,Intel Corporation,17-04-2016,Intel shares could rise 25 pct in next year - Barron's ,NEW YORK  April 17 Intel Corp's      shift to higher-growth businesses such as server chips and embedded chips for cars could drive a 25 increase in its shares in a year  according to a report on Sunday in the financial publication Barron's.,normal
INTC,Intel Corporation,19-04-2016,BRIEF-Intel Q1 GAAP revenue of $13.7 bln  Non-GAAP revenue of $13.8 bln ,* Intel reports GAAP revenue of $13.7 billion; Non-GAAP revenue of $13.8 billion,normal
INTC,Intel Corporation,19-04-2016,BRIEF-Intel announces reduction of up to 12 000 positions globally ,* Intel announces restructuring initiative to accelerate transformation,normal
INTC,Intel Corporation,19-04-2016,Intel says to cut 12 000 jobs globally ,April 19 Intel Corp said it would cut 12 000 jobs globally  or 11 percent of its workforce.,normal
INTC,Intel Corporation,20-04-2016,BRIEF-Intel CEO Krzanich on CNBC - Will look for acquisition in data centre business ,* Intel CEO Brian Krzanich on CNBC - Will look for acquisition in data centre business    (Bengaluru Newsroom +91 80 6749-1130; within U.S. +1 646 223 8780),topStory
INTC,Intel Corporation,20-04-2016,Intel to cut up to 12 000 jobs as PC industry swoons ,Intel Corp  said on Tuesday it would cut up to 12 000 jobs globally  or 11 percent of its workforce  as it refocuses its business towards making microchips that power data centers and Internet connected devices and away from the declining personal computer industry it helped found.,normal
INTC,Intel Corporation,20-04-2016,UPDATE 4-Intel to cut up to 12 000 jobs as PC industry swoons ,April 19 Intel Corp said on Tuesday it would cut up to 12 000 jobs globally  or 11 percent of its workforce  as it refocuses its business towards making microchips that power data centers and Internet connected devices and away from the declining personal computer industry it helped found.,normal
INTC,Intel Corporation,21-04-2016,As Microsoft soars on cloud  PC partner Intel seeks lift off ,SAN FRANCISCO  April 21 Microsoft Corp  and Intel Corp's financial results this week brought into sharp relief the onetime PC partners' attempts to gear up for cloud computing  where Microsoft is soaring and Intel has not quite taken off.,topStory
